item_sku,rec_sku,price
PDR3000A,CTR861AK2,697.95
PDR3000A,CT861K2,626.95
PDR3000A,PH3050BR,553.95
PDR5000A,MG725A,720.95
PDR5000A,CTS861K2,597.95
PDR5000A,CTB8174,117.95
PDR5000A,CTR867AK2,730.95
PDR5000A,CT9050K2,1009.95
PDR5000A,PT850,720.95
PDR5000A,CTR861AK2,697.95
PDR5000A,CT861K2,626.95
PDR5000A,PH3050BR,553.95
PDR5000A,PTGR110,342.95
PH3050BR,CT9050K2,1009.95
PH3050BR,PT850,720.95
PH3050BR,CTR861AK2,697.95
PH3050BR,PH3050BR,553.95
PH3050BR,PSO4625,389.95
PH3050BR,PTGR110,342.95
PH3050BR,CT861K2,626.95
PH3050BR,PTGR450,464.95
PH3050BR,CTB8174,117.95
PH3050BR,AT109,210.5
PHG1055BK,MG725A,720.95
PHG1055BK,CTS861K2,597.95
PHG1055BK,CTB8174,117.95
PHG1055BK,CTR867AK2,730.95
PHG1055BK,CT9050K2,1009.95
PHG1055BK,PT850,720.95
PHG1055BK,CTR861AK2,697.95
PHG1055BK,CT861K2,626.95
PHG1055BK,PH3050BR,553.95
PHG1055BK,AT2050,328.0
PSO4625,CTS861K2,597.95
PSO4625,CTB8174,117.95
PSO4625,CTR867AK2,730.95
PSO4625,CT9050K2,1009.95
PSO4625,PT850,720.95
PSO4625,CTR861AK2,697.95
PSO4625,CT861K2,626.95
PSO4625,PTC250,339.95
PSO4625,AT109,210.5
PSO4625,PH3050BR,553.95
PT338,MG725A,720.95
PT338,CTS861K2,597.95
PT338,CTB8174,117.95
PT338,CTR867AK2,730.95
PT338,CT9050K2,1009.95
PT338,PT850,720.95
PT338,CTR861AK2,697.95
PT338,PH3050BR,553.95
PT338,CT861K2,626.95
PT338,PTGR110,342.95
PT450-WH,MG725A,720.95
PT450-WH,CTS861K2,597.95
PT450-WH,CTB8174,117.95
PT450-WH,CTR867AK2,730.95
PT450-WH,CT9050K2,1009.95
PT450-WH,PT850,720.95
PT450-WH,CTR861AK2,697.95
PT450-WH,PH3050BR,553.95
PT450-WH,CT861K2,626.95
PT450-WH,PTGR450,464.95
PT850,CTR867AK2,730.95
PT850,CT9050K2,1009.95
PT850,PT850,720.95
PT850,CTR861AK2,697.95
PT850,AT109,210.5
PT850,PTGR110,342.95
PT850,PH3050BR,553.95
PT850,PTC250,339.95
PT850,CT861K2,626.95
PT850,CTB8174,117.95
PTB32K,CTB8174,117.95
PTB32K,CTR867AK2,730.95
PTB32K,CT9050K2,1009.95
PTB32K,PT850,720.95
PTB32K,CTR861AK2,697.95
PTB32K,AT109,210.5
PTB32K,CT861K2,626.95
PTB32K,CTS861K2,597.95
PTB32K,PH3050BR,553.95
PTB32K,DB129C,405.0
PTC250,CTS861K2,597.95
PTC250,CTB8174,117.95
PTC250,CTR867AK2,730.95
PTC250,CT9050K2,1009.95
PTC250,PT850,720.95
PTC250,CTR861AK2,697.95
PTC250,CT861K2,626.95
PTC250,PH3050BR,553.95
PTC250,PTGR110,342.95
PTC250,AT109,210.5
PTGR100,CTS861K2,597.95
PTGR100,CTR867AK2,730.95
PTGR100,CT9050K2,1009.95
PTGR100,PT850,720.95
PTGR100,CTR861AK2,697.95
PTGR100,CT861K2,626.95
PTGR100,PH3050BR,553.95
PTGR100,PTGR110,342.95
PTGR100,CTB8174,117.95
PTGR100,PTR72,464.95
PTGR110,MG725A,720.95
PTGR110,CTB8174,117.95
PTGR110,CTR867AK2,730.95
PTGR110,CT9050K2,1009.95
PTGR110,PT850,720.95
PTGR110,CTR861AK2,697.95
PTGR110,CT861K2,626.95
PTGR110,PTGR100,257.95
PTGR110,CTS861K2,597.95
PTGR110,PH3050BR,553.95
PTGR450,MG725A,720.95
PTGR450,CTS861K2,597.95
PTGR450,CTB8174,117.95
PTGR450,CTR867AK2,730.95
PTGR450,CT9050K2,1009.95
PTGR450,PT850,720.95
PTGR450,CTR861AK2,697.95
PTGR450,PH3050BR,553.95
PTGR450,CT861K2,626.95
PTGR450,PTGR110,342.95
PTR2500,CTS861K2,597.95
PTR2500,CTB8174,117.95
PTR2500,CTR867AK2,730.95
PTR2500,CT9050K2,1009.95
PTR2500,PT850,720.95
PTR2500,CTR861AK2,697.95
PTR2500,CT861K2,626.95
PTR2500,PH3050BR,553.95
PTR2500,PTGR110,342.95
PTR2500,PTR72,464.95
PTR2505,MG725A,720.95
PTR2505,CTS861K2,597.95
PTR2505,CTB8174,117.95
PTR2505,CTR867AK2,730.95
PTR2505,CT9050K2,1009.95
PTR2505,PT850,720.95
PTR2505,CTR861AK2,697.95
PTR2505,CT861K2,626.95
PTR2505,PH3050BR,553.95
PTR2505,PTGR110,342.95
PTR72,CT9010K2,898.95
PTR72,MG725A,720.95
PTR72,CTB8174,117.95
PTR72,CTR867AK2,730.95
PTR72,CT9050K2,1009.95
PTR72,PT850,720.95
PTR72,CTR861AK2,697.95
PTR72,CT861K2,626.95
PTR72,PH3050BR,553.95
PTR72,CTS861K2,597.95
VWB5B,CTB8174,117.95
VWB5B,CTR867AK2,730.95
VWB5B,CT9050K2,1009.95
VWB5B,PT850,720.95
VWB5B,CTR861AK2,697.95
VWB5B,PH3050BR,553.95
VWB5B,CT861K2,626.95
VWB5B,DB121C,178.5
VWB5B,AT2050,328.0
VWB5B,AT425R,309.0
VWB8B,CTS861K2,597.95
VWB8B,CTB8174,117.95
VWB8B,CTR867AK2,730.95
VWB8B,CT9050K2,1009.95
VWB8B,PT850,720.95
VWB8B,CTR861AK2,697.95
VWB8B,CT861K2,626.95
VWB8B,PTGR100,257.95
VWB8B,PTGR110,342.95
VWB8B,PH3050BR,553.95
ACT1290A,EECT400,127.0
ACT1290A,RULER601,19.35
ACT1290A,TPMB25EM,51.0
ACT1290A,ECPRB042,71.5
ACT1290A,ACT83A,40.5
ACT1290A,FBST338,43.25
ACT1290A,UTK100,35.5
ACT1290A,TDG1,10.65
ACT1290A,YA1050B,50.25
ACT1290A,EECT200,82.5
ACT413A,TPM16,43.0
ACT413A,TDG1,10.65
ACT413A,FBST338,43.25
ACT413A,JT13B,34.25
ACT413A,PGP120,49.0
ACT413A,RULER601,19.35
ACT413A,YA4000B,186.5
ACT413A,GA296B,17.8
ACT413A,JCW62R,352.0
ACT413A,GA143C,10.1
ACT413A,JCK8,73.25
ACT413A,ACT83A,40.5
ACT413A,ACT73A,27.5
ACT413A,FB303B,16.55
ACT51234A,EECT400,127.0
ACT51234A,EECT424HD,182.5
ACT51234A,CAL6DA,262.0
ACT51234A,EEPV500,346.0
ACT51234A,TPMB25EM,51.0
ACT51234A,EECT200,82.5
ACT51234A,TDG1,10.65
ACT51234A,GA460B,34.75
ACT51234A,FBST338,43.25
ACT51234A,ACT83A,40.5
ACT73A,ECPRB042,71.5
ACT73A,EEDM525F,525.0
ACT73A,JT13B,34.25
ACT73A,GLASS30R,18.25
ACT73A,EECT200,82.5
ACT73A,RULER601,19.35
ACT73A,YA4000B,186.5
ACT73A,FB361A,3.05
ACT73A,JCK7DBL,86.75
ACT73A,FBST338,43.25
ACT73A,RULER6,21.9
ACT73A,TPM16,43.0
ACT73A,PGP120,49.0
ACT73A,GA296B,17.8
ACT73A,JCK8,73.25
ACT73A,FB316B,13.3
ACT73A,FB303B,16.55
ACT73A,ACT413A,35.0
ACT73A,ITHE100,24.5
ACT83A,EECT424HD,182.5
ACT83A,TPM16,43.0
ACT83A,ACT1290A,23.0
ACT83A,CAL6DA,262.0
ACT83A,YA4000B,186.5
ACT83A,GA3634A,600.0
ACT83A,GLASS30R,18.25
ACT83A,PGP50,32.0
ACT83A,EECT200,82.5
ACT83A,ITHE100,24.5
ACT83A,EEDM525F,525.0
ACT83A,TPMB25,51.0
ACT83A,TPMB25EM,51.0
ACT83A,RULER601,19.35
ACT83A,UTK100,35.5
ACT83A,GA460B,34.75
ACT83A,TDG1,10.65
ACT83A,PGP120,49.0
ACT83A,FBST338,43.25
ACT83A,FB361A,3.05
ACT83A,JT13B,34.25
ACT83A,JCK8,73.25
ACT83A,RULER6,21.9
ACT83A,GA296B,17.8
ACT83A,GA143C,10.1
ACT83A,MTTL300,83.75
ACT83A,ECPRB042,71.5
ACT83A,YA1050B,50.25
ACT83A,ACT51234A,462.0
ACT83A,JCW62R,352.0
ACT83A,FB303B,16.55
ACT83A,ACT413A,35.0
AT4101,ECPRA072,113.0
AT4101,CTLMAG-BOOT,44.0
AT4101,EECT200,82.5
AT4101,EECT400,127.0
AT4101,TDG1,10.65
AT4101,EEDM525F,525.0
AT4101,TPMB25,51.0
AT4101,EECT900,484.0
AT4101,RULER601,19.35
AT4101,EECT424HD,182.5
AT4124,RULER6,21.9
AT4124,TPMB25,51.0
AT4124,RULER601,19.35
AT4124,TDG1,10.65
AT4124,GA3634A,600.0
AT4124,FBST338,43.25
AT4124,GLASS50R,23.4
AT4124,GA143C,10.1
AT4124,AT4101,51.25
AT4124,EEDM596FK,855.0
AT4124,FB307RNB,55.25
AT4124,AT4135,74.0
AT4135,EECT200,82.5
AT4135,PGP50,32.0
AT4135,RULER6,21.9
AT4135,TPMB25,51.0
AT4135,GLASS50R,23.4
AT4135,RULER601,19.35
AT4135,TDG1,10.65
AT4135,GA143C,10.1
AT4135,TPM16,43.0
AT4135,FBST338,43.25
AT4135,GA3634A,600.0
AT4135,FB361A,3.05
AT4135,EEDM596FK,855.0
AT4135,FB307RNB,55.25
AT4135,AT4124,18.25
BB9008,EEPV500,346.0
BB9008,ECHDD012A,115.0
BB9008,ECPRA072,113.0
BB9008,CTLMAG-BOOT,44.0
BB9008,EECT200,82.5
BB9008,EECT400,127.0
BB9008,PGP50,32.0
BB9008,GA143C,10.1
BB9008,FBST338,43.25
BB9008,FB360C,10.6
CAL6DA,EEDM504F,391.0
CAL6DA,EECT424HD,182.5
CAL6DA,ECFB200BL,58.8
CAL6DA,EEDM525F,525.0
CAL6DA,TPM16,43.0
CAL6DA,JT13B,34.25
CAL6DA,ACT51234A,462.0
CAL6DA,EECT200,82.5
CAL6DA,EECT900,484.0
CAL6DA,GA460B,34.75
CAL6DA,FBST338,43.25
CAL6DA,RULER601,19.35
CAL6DA,PGP50,32.0
CAL6DA,TDG1,10.65
CAL6DA,ACT83A,40.5
CAL6DA,AT4101,51.25
CAL6DA,TPMB25EM,51.0
CAL6DA,CNT6521,38.25
CAL6DA,EECT400,127.0
CAL6DA,FB316B,13.3
CAL6DA,SQUARECOMB12,398.0
CAL6EA,CTLMAG-BOOT,44.0
CAL6EA,EECT200,82.5
CAL6EA,EECT400,127.0
CAL6EA,EEPV509,433.0
CAL6EA,GA143C,10.1
CAL6EA,GA296B,17.8
CAL6EA,FBST338,43.25
CAL6EA,FB361A,3.05
CAL6EA,MTTL300,83.75
CAL6EA,RTEMPB7,112.5
CNT6521,RULER602,19.05
CNT6521,EECT200,82.5
CNT6521,ECF35,47.75
CNT6521,ECFB200BL,58.8
CNT6521,TPMB25,51.0
CNT6521,TPM16,43.0
CNT6521,RULER6,21.9
CNT6521,CAL6DA,262.0
CNT6521,JT13B,34.25
CNT6521,RULER601,19.35
CNT6521,GA143C,10.1
CNT6521,SQUARECOMB12,398.0
CNT6521,LBUK1,59.25
CNT6521,FB302A,20.95
EARPLUGBAND,ECPRB042,71.5
EARPLUGBAND,EEDM504F,391.0
EARPLUGBAND,TDG1,10.65
EARPLUGBAND,EEPV500,346.0
EARPLUGBAND,ECHDD012A,115.0
EARPLUGBAND,ECPRA072,113.0
EARPLUGBAND,CTLMAG-BOOT,44.0
EARPLUGBAND,EECT200,82.5
EARPLUGBAND,EECT400,127.0
EARPLUGBAND,GLASS30R,18.25
ECF35,CTLMAG-BOOT,44.0
ECF35,EECT200,82.5
ECF35,EECT400,127.0
ECF35,RULER602,19.05
ECF35,RULER601,19.35
ECF35,TPMB25,51.0
ECF35,JT13B,34.25
ECF35,CNT6521,38.25
ECF35,EECT424HD,182.5
ECF35,AT4101,51.25
ECFB200BL,EECT400,127.0
ECFB200BL,EEDM504F,391.0
ECFB200BL,CAL6DA,262.0
ECFB200BL,FBST338,43.25
ECFB200BL,TPM16,43.0
ECFB200BL,EECT200,82.5
ECFB200BL,EEDM503D,245.5
ECFB200BL,FB361A,3.05
ECFB200BL,JT13B,34.25
ECFB200BL,PGP50,32.0
ECFB200BL,RULER602,19.05
ECFB200BL,JCK8,73.25
ECFB200BL,EEPV509,433.0
ECFB200BL,GLASS30R,18.25
ECFB200BL,GA296B,17.8
ECFB200BL,RULER6,21.9
ECFB200BL,RTEMPB7,112.5
ECFB200BL,ACT83A,40.5
ECFB200BL,GA143C,10.1
ECFB200BL,FB316B,13.3
ECFB200BL,SQUARECOMB12,398.0
ECFB200BL,YAKS42,236.0
ECFB200BL,ITHE100,24.5
ECFB200BL,EEDMDVA,56.0
ECFB200BL,EEPV503,355.0
ECFB200BL,GA460B,34.75
ECFB200BL,PGP120,49.0
ECFB200BL,CNT6521,38.25
ECFB200BL,LBUK1,59.25
ECFB200BL,FB302A,20.95
ECPNG032,EECT400,127.0
ECPNG032,TPM16,43.0
ECPNG032,JCK8,73.25
ECPNG032,GLASS30R,18.25
ECPNG032,JT13B,34.25
ECPNG032,FBST338,43.25
ECPNG032,RULER602,19.05
ECPNG032,TDG1,10.65
ECPNG032,EECT200,82.5
ECPNG032,FB316B,13.3
ECPRB042,RULER601,19.35
ECPRB042,EEPV500,346.0
ECPRB042,ACT1290A,23.0
ECPRB042,TPMB25EM,51.0
ECPRB042,EECT200,82.5
ECPRB042,TPM16,43.0
ECPRB042,GLASS30R,18.25
ECPRB042,EEDM525F,525.0
ECPRB042,RULER6,21.9
ECPRB042,FB361A,3.05
ECPRB042,TPMB25,51.0
ECPRB042,MTTL300,83.75
ECPRB042,FBST338,43.25
ECPRB042,ACT83A,40.5
ECPRB042,UTK100,35.5
ECPRB042,TDG1,10.65
ECPRB042,JCK8,73.25
ECPRB042,YA1050B,50.25
ECPRB042,TPGDL2000,261.0
ECPRB042,JT17A,29.0
EEBM500B,EECT200,82.5
EEBM500B,EECT400,127.0
EEBM500B,EEPV509,433.0
EEBM500B,MTTL300,83.75
EEBM500B,CAL6EA,366.0
EEBM500B,GA143C,10.1
EEBM500B,FBST338,43.25
EEBM500B,GA296B,17.8
EEBM500B,FB361A,3.05
EEBM500B,RTEMPB7,112.5
EECT200,EECT424HD,182.5
EECT200,JCK7DBL,86.75
EECT200,YA4000B,186.5
EECT200,EEPV500,346.0
EECT200,EEDM525F,525.0
EECT200,EEDM504F,391.0
EECT200,ECFB200BL,58.8
EECT200,RULER602,19.05
EECT200,CAL6DA,262.0
EECT200,GA143C,10.1
EECT200,TPMB25,51.0
EECT200,GLASS30R,18.25
EECT200,JT13B,34.25
EECT200,UTK100,35.5
EECT200,RULER601,19.35
EECT200,EECT400,127.0
EECT200,ECPRB042,71.5
EECT200,ACT51234A,462.0
EECT200,TDG1,10.65
EECT200,TPM16,43.0
EECT200,PGP120,49.0
EECT200,JCK8,73.25
EECT200,FB360C,10.6
EECT200,ACT83A,40.5
EECT200,FBST338,43.25
EECT200,TPMB25EM,51.0
EECT200,PGP50,32.0
EECT200,YA1050B,50.25
EECT200,FB303B,16.55
EECT200,GA296B,17.8
EECT200,RULER6,21.9
EECT200,MTTL300,83.75
EECT200,FB361A,3.05
EECT200,GA460B,34.75
EECT200,ITHE100,24.5
EECT200,SQUARECOMB12,398.0
EECT200,CNT6521,38.25
EECT200,FB316B,13.3
EECT200,FB302A,20.95
EECT200,AT4135,74.0
EECT200,GA3634A,600.0
EECT200,OC5A,34.5
EECT400,ECFB200BL,58.8
EECT400,GA296B,17.8
EECT400,EEPV500,346.0
EECT400,UTK100,35.5
EECT400,EECT200,82.5
EECT400,TPM16,43.0
EECT400,EEDM503D,245.5
EECT400,GA143C,10.1
EECT400,GLASS30R,18.25
EECT400,FB361A,3.05
EECT400,JT13B,34.25
EECT400,ITHE100,24.5
EECT400,TDG1,10.65
EECT400,YA1050B,50.25
EECT400,JCK7DBL,86.75
EECT400,PGP50,32.0
EECT400,FB316B,13.3
EECT400,CAL6DA,262.0
EECT400,GA460B,34.75
EECT400,OC5A,34.5
EECT424HD,TPMB25,51.0
EECT424HD,RULER6,21.9
EECT424HD,GLASS30R,18.25
EECT424HD,TPMB25EM,51.0
EECT424HD,TDG1,10.65
EECT424HD,CAL6DA,262.0
EECT424HD,EEDM525F,525.0
EECT424HD,RULER601,19.35
EECT424HD,GA460B,34.75
EECT424HD,EECT200,82.5
EECT424HD,ACT51234A,462.0
EECT424HD,ACT83A,40.5
EECT424HD,UTK100,35.5
EECT424HD,PGP120,49.0
EECT424HD,FBST338,43.25
EECT424HD,JT13B,34.25
EECT424HD,EECT900,484.0
EECT424HD,AT4101,51.25
EECT900,ECPRA072,113.0
EECT900,CTLMAG-BOOT,44.0
EECT900,EECT200,82.5
EECT900,EECT400,127.0
EECT900,EEDM525F,525.0
EECT900,TPMB25,51.0
EECT900,RULER601,19.35
EECT900,EEPV500,346.0
EECT900,EECT424HD,182.5
EECT900,AT4101,51.25
EEDM503D,FB316B,13.3
EEDM503D,GLASS30R,18.25
EEDM503D,ECFB200BL,58.8
EEDM503D,EECT400,127.0
EEDM503D,TPM16,43.0
EEDM503D,PGP120,49.0
EEDM503D,RULER602,19.05
EEDM503D,PGP50,32.0
EEDM503D,RULER6,21.9
EEDM503D,EECT200,82.5
EEDM503D,GA143C,10.1
EEDM503D,GA296B,17.8
EEDM503D,TDG1,10.65
EEDM503D,RULER601,19.35
EEDM503D,GA460B,34.75
EEDM503D,FB361A,3.05
EEDM503D,FBST338,43.25
EEDM503D,JCK8,73.25
EEDM503D,JT13B,34.25
EEDM503D,CNT6521,38.25
EEDM504F,TPMB25,51.0
EEDM504F,UTK100,35.5
EEDM504F,TPM16,43.0
EEDM504F,EECT200,82.5
EEDM504F,GLASS30R,18.25
EEDM504F,PGP120,49.0
EEDM504F,TDG1,10.65
EEDM504F,ECFB200BL,58.8
EEDM504F,RULER6,21.9
EEDM504F,GA296B,17.8
EEDM504F,RULER600,55.25
EEDM504F,GA143C,10.1
EEDM504F,CAL6DA,262.0
EEDM504F,JCK8,73.25
EEDM504F,PGP50,32.0
EEDM504F,JT13B,34.25
EEDM504F,MTTL300,83.75
EEDM504F,RULER601,19.35
EEDM504F,FB361A,3.05
EEDM504F,YAKS42,236.0
EEDM504F,FB360C,10.6
EEDM504F,CNT6521,38.25
EEDM504F,RULER602,19.05
EEDM504F,EEPV503,355.0
EEDM504F,EEDMDVA,56.0
EEDM504F,SQUARECOMB12,398.0
EEDM504F,ITHE100,24.5
EEDM504F,FB302A,20.95
EEDM525F,JT13B,34.25
EEDM525F,TPMB25EM,51.0
EEDM525F,RULER601,19.35
EEDM525F,FBST338,43.25
EEDM525F,TPM16,43.0
EEDM525F,EECT200,82.5
EEDM525F,GA296B,17.8
EEDM525F,EECT900,484.0
EEDM525F,MTTL300,83.75
EEDM525F,ACT83A,40.5
EEDM525F,GLASS30R,18.25
EEDM525F,TDG1,10.65
EEDM525F,JCK7DBL,86.75
EEDM525F,RULER602,19.05
EEDM525F,ECPRB042,71.5
EEDM525F,YA4000B,186.5
EEDM525F,RULER6,21.9
EEDM525F,FB361A,3.05
EEDM525F,EECT424HD,182.5
EEDM525F,SQUARECOMB12,398.0
EEDM525F,FB316B,13.3
EEDM525F,AT4101,51.25
EEDM525F,FB303B,16.55
EEDM525F,ACT73A,27.5
EEDM525F,CNT6521,38.25
EEDM525F,LBUK1,59.25
EEDM525F,MRB5B,27.75
EEDM596FK,EECT400,127.0
EEDM596FK,JCK7DBL,86.75
EEDM596FK,PGP120,49.0
EEDM596FK,PGP50,32.0
EEDM596FK,RULER6,21.9
EEDM596FK,GA3634A,600.0
EEDM596FK,GLASS30R,18.25
EEDM596FK,GA460B,34.75
EEDM596FK,YA1050B,50.25
EEDM596FK,RULER602,19.05
EEDM596FK,JT13B,34.25
EEDM596FK,AT4135,74.0
EEDM596FK,EFPHANNIBALB,232.0
EEDM596FK,FB307RNB,55.25
EEDM596FK,PG160,109.5
EEDM596FK,AT4124,18.25
EEDM596FK,OC5A,34.5
EEDMDVA,TPM16,43.0
EEDMDVA,EEDM504F,391.0
EEDMDVA,GLASS30R,18.25
EEDMDVA,ECFB200BL,58.8
EEDMDVA,JT13B,34.25
EEDMDVA,RULER602,19.05
EEDMDVA,PGP50,32.0
EEDMDVA,YAKS42,236.0
EEDMDVA,ITHE100,24.5
EEDMDVA,EEPV503,355.0
EEDMDVA,FB302A,20.95
EEPV500,GA143C,10.1
EEPV500,FBST338,43.25
EEPV500,TPM16,43.0
EEPV500,JT13B,34.25
EEPV500,EEPV509,433.0
EEPV500,PGP50,32.0
EEPV500,GA296B,17.8
EEPV500,YA1050B,50.25
EEPV500,RULER601,19.35
EEPV500,GA460B,34.75
EEPV500,YA4000B,186.5
EEPV500,OC5A,34.5
EEPV503,EEDM504F,391.0
EEPV503,GLASS30R,18.25
EEPV503,TPM16,43.0
EEPV503,TDG1,10.65
EEPV503,RULER602,19.05
EEPV503,ECFB200BL,58.8
EEPV503,JT13B,34.25
EEPV503,PGP50,32.0
EEPV503,RULER601,19.35
EEPV503,EEPV509,433.0
EEPV503,GA296B,17.8
EEPV503,YAKS42,236.0
EEPV503,FB361A,3.05
EEPV503,CAL6EA,366.0
EEPV503,MTTL300,83.75
EEPV503,RTEMPB7,112.5
EEPV503,GA143C,10.1
EEPV503,FBST338,43.25
EEPV503,ITHE100,24.5
EEPV503,EEDMDVA,56.0
EEPV503,FB302A,20.95
EEPV509,GLASS50R,23.4
EEPV509,GLASS30R,18.25
EEPV509,EEPV500,346.0
EEPV509,TPMB25,51.0
EEPV509,PGP50,32.0
EEPV509,TDG1,10.65
EEPV509,JT13B,34.25
EEPV509,RULER601,19.35
EEPV509,TPM16,43.0
EEPV509,GA296B,17.8
EEPV509,FB361A,3.05
EEPV509,EEPV503,355.0
EEPV509,GA143C,10.1
EEPV509,FBST338,43.25
EEPV509,MTTL300,83.75
EEPV509,EEDMDVA,56.0
EEPV509,CAL6EA,366.0
EEPV509,RTEMPB7,112.5
EFPHANNIBALB,ECHDD012A,115.0
EFPHANNIBALB,ECPRA072,113.0
EFPHANNIBALB,CTLMAG-BOOT,44.0
EFPHANNIBALB,EECT200,82.5
EFPHANNIBALB,EECT400,127.0
EFPHANNIBALB,GLASS30R,18.25
EFPHANNIBALB,JT13B,34.25
EFPHANNIBALB,EEDM596FK,855.0
EFPHANNIBALB,RULER602,19.05
EFPHANNIBALB,PG160,109.5
FB302A,PG160,109.5
FB302A,TPMB25,51.0
FB302A,TPM16,43.0
FB302A,EEDM504F,391.0
FB302A,RULER601,19.35
FB302A,ECFB200BL,58.8
FB302A,GLASS30R,18.25
FB302A,JT13B,34.25
FB302A,PGP50,32.0
FB302A,GA296B,17.8
FB302A,GA143C,10.1
FB302A,RULER602,19.05
FB302A,YAKS42,236.0
FB302A,EEPV503,355.0
FB302A,EEDMDVA,56.0
FB302A,SQUARECOMB12,398.0
FB302A,ITHE100,24.5
FB302A,CNT6521,38.25
FB303B,GLASS30R,18.25
FB303B,EECT200,82.5
FB303B,EEDM525F,525.0
FB303B,TPM16,43.0
FB303B,JT13B,34.25
FB303B,GA3634A,600.0
FB303B,YA4000B,186.5
FB303B,JCK7DBL,86.75
FB303B,RULER601,19.35
FB303B,FBST338,43.25
FB303B,TDG1,10.65
FB303B,PGP120,49.0
FB303B,JCK8,73.25
FB303B,GA296B,17.8
FB303B,ACT83A,40.5
FB303B,GA143C,10.1
FB303B,FB361A,3.05
FB303B,JCW62R,352.0
FB303B,ACT73A,27.5
FB303B,ACT413A,35.0
FB303B,FB316B,13.3
FB305A,ECPRA072,113.0
FB305A,CTLMAG-BOOT,44.0
FB305A,EECT200,82.5
FB305A,EECT400,127.0
FB305A,YA1050B,50.25
FB305A,GA143C,10.1
FB305A,FBST338,43.25
FB305A,FB360C,10.6
FB305A,UTK100,35.5
FB305A,YA832A,19.25
FB307RNB,EECT200,82.5
FB307RNB,EECT400,127.0
FB307RNB,RULER601,19.35
FB307RNB,TPMB25,51.0
FB307RNB,RULER6,21.9
FB307RNB,GA3634A,600.0
FB307RNB,ECF35,47.75
FB307RNB,EEDM596FK,855.0
FB307RNB,AT4135,74.0
FB307RNB,AT4124,18.25
FB316B,ECFB200BL,58.8
FB316B,EEDM525F,525.0
FB316B,TPM16,43.0
FB316B,GLASS30R,18.25
FB316B,RULER601,19.35
FB316B,CAL6DA,262.0
FB316B,JCK7DBL,86.75
FB316B,JT13B,34.25
FB316B,EEDM503D,245.5
FB316B,YA4000B,186.5
FB316B,EECT400,127.0
FB316B,FBST338,43.25
FB316B,EECT200,82.5
FB316B,RULER602,19.05
FB316B,TDG1,10.65
FB316B,GA296B,17.8
FB316B,PGP50,32.0
FB316B,FB361A,3.05
FB316B,JCK8,73.25
FB316B,GA143C,10.1
FB316B,ACT73A,27.5
FB316B,FB303B,16.55
FB360C,JCK7DBL,86.75
FB360C,ECFB200BL,58.8
FB360C,TPM16,43.0
FB360C,EECT200,82.5
FB360C,PGP120,49.0
FB360C,BB9008,152.0
FB360C,PGP50,32.0
FB360C,TPMB25,51.0
FB360C,JCK8,73.25
FB360C,EEDM504F,391.0
FB360C,JT13B,34.25
FB360C,GA296B,17.8
FB360C,RULER601,19.35
FB360C,RULER6,21.9
FB360C,UTK100,35.5
FB360C,SQUARECOMB12,398.0
FB360C,YA1050B,50.25
FB360C,GA143C,10.1
FB360C,MTTL300,83.75
FB360C,FBST338,43.25
FB360C,ITHE100,24.5
FB360C,FB305A,7.45
FB360C,YA832A,19.25
FB361A,EECT400,127.0
FB361A,EEDM525F,525.0
FB361A,EECT200,82.5
FB361A,ECPRB042,71.5
FB361A,GLASS30R,18.25
FB361A,PGP120,49.0
FB361A,JCK7DBL,86.75
FB361A,TPM16,43.0
FB361A,TDG1,10.65
FB361A,RULER601,19.35
FB361A,JT13B,34.25
FB361A,PGP50,32.0
FB361A,YA4000B,186.5
FB361A,ACT83A,40.5
FB361A,UTK100,35.5
FB361A,RULER602,19.05
FB361A,GA296B,17.8
FB361A,ACT73A,27.5
FB361A,GA3634A,600.0
FB361A,EEPV503,355.0
FB361A,JCK8,73.25
FB361A,ITHE100,24.5
FB361A,EEPV509,433.0
FB361A,TPMB25,51.0
FB361A,CAL6EA,366.0
FB361A,GA460B,34.75
FB361A,GA143C,10.1
FB361A,MTTL300,83.75
FB361A,FB303B,16.55
FB361A,MRB5B,27.75
FB361A,FBST338,43.25
FB361A,AT4135,74.0
FB361A,FB316B,13.3
FB361A,RTEMPB7,112.5
FBST338,EECT424HD,182.5
FBST338,CAL6DA,262.0
FBST338,TPM16,43.0
FBST338,EEPV500,346.0
FBST338,ITHE100,24.5
FBST338,EECT200,82.5
FBST338,BB9008,152.0
FBST338,PGP120,49.0
FBST338,JT13B,34.25
FBST338,PGP50,32.0
FBST338,EEDM525F,525.0
FBST338,GLASS30R,18.25
FBST338,YA4000B,186.5
FBST338,EEPV509,433.0
FBST338,ECPRB042,71.5
FBST338,TPMB25EM,51.0
FBST338,TPMB25,51.0
FBST338,TDG1,10.65
FBST338,RULER602,19.05
FBST338,RULER6,21.9
FBST338,SQUARECOMB12,398.0
FBST338,JCW62R,352.0
FBST338,GA460B,34.75
FBST338,GLASS50R,23.4
FBST338,YA1050B,50.25
FBST338,ACT83A,40.5
FBST338,MTTL300,83.75
FBST338,GA3634A,600.0
FBST338,JCK8,73.25
FBST338,RULER601,19.35
FBST338,ACT51234A,462.0
FBST338,CAL6EA,366.0
FBST338,ACT413A,35.0
FBST338,UTK100,35.5
FBST338,GA143C,10.1
FBST338,FB361A,3.05
FBST338,GA296B,17.8
FBST338,FB303B,16.55
FBST338,FB316B,13.3
