item_sku,rec_sku,price
212FMY,208EPIT,403.0
212FMY,212SFSMY,391.0
212FMY,212IMFMSYA,272.0
212FMY,S9704KR,54.25
212FMY,SW381,56.25
212FMY,S9706KRA,51.25
212FMY,211SFSY,377.0
212FMY,111TMMDY,224.5
212FMY,208EFAY,227.0
212FMY,211FY,246.0
212FMY,110STMY,284.0
212FMY,313SWYA,429.0
212FMY,TW381,56.25
212FMY,313SWMYA,398.0
212FMY,313SYA,685.0
212FMY,SW401,61.25
212FMY,SWM101A,28.5
212FMY,SWM111A,28.5
212FMY,TWM32,63.5
212FMY,TW401,61.0
212FMY,TWM26,44.0
212FMY,BLPTHC87,610.0
212FMY,TWM30,57.0
212FMY,TW421,68.0
212FMY,TWM24,38.25
212FMY,TWM28,47.5
212FMY,TW441,81.75
212FMY,SWM271,44.0
212FMY,TWM20,31.25
212FMY,TWM22,34.5
212FMY,SWM251,40.25
212FMY,SWM261,44.0
212FMY,TW461,89.25
212FSMSY,212IMFMSYA,272.0
212FSMSY,212SFSMY,391.0
212FSMSY,315IMMYA,375.0
212FSMSY,110TMDY,177.5
212FSMSY,212FSMY,260.0
212FSMSY,315SIMMYA,605.0
212FSMSY,BLPTHC87,610.0
212FSMSY,214SIMFMYA,396.0
212FSMSY,211FSSY,310.0
212FSMSY,214IMFMYA,266.0
212FSMY,212SIMFYA,379.0
212FSMY,110TMY,177.5
212FSMY,S9704KA,52.75
212FSMY,214SIMFMYA,396.0
212FSMY,312SIMM,530.0
212FSMY,214IMFMYA,266.0
212FSMY,BLPTHC87,610.0
212FSMY,313SMYA,555.0
212FSMY,212IMFMSYA,272.0
212FSMY,313SIMA,620.0
212FSMY,315IMMYA,375.0
212FSMY,211SFY,377.0
212FSMY,110STMY,284.0
212FSMY,211SFSY,377.0
212FSMY,315SIMMYA,605.0
212FSMY,112STMMY,355.0
212FSMY,313TWMYA,402.0
212FSMY,SIMM360,77.25
212FSMY,207EFAMY,218.5
212FSMY,211FSY,246.0
212FSMY,313TWYA,419.0
212FSMY,212EFTXY,459.0
212FSMY,S9704KR,54.25
212FSMY,212SFSMY,391.0
212FSMY,313TSYA,685.0
212FSMY,STMM4,30.0
212FSMY,208EFAY,227.0
212FSMY,313SYA,685.0
212FSMY,TMM4,20.8
212FSMY,311IMYA,296.0
212FSMY,212SFMY,391.0
212FSMY,SFSM6,29.5
212FSMY,TWM29,54.25
212FSMY,206EFABL,250.25
212FSMY,TWM32,63.5
212FSMY,S9706KRA,51.25
212FSMY,SFSM7,29.5
212FSMY,TWM23,37.75
212FSMY,112TMMY,245.0
212FSMY,TWM24,38.25
212FSMY,TW401,61.0
212FSMY,TWM26,44.0
212FSMY,TWM27,44.0
212FSMY,209EFTXBY,344.0
212FSMY,TW381,56.25
212FSMY,TWM30,57.0
212FSMY,SW381,56.25
212FSMY,TW481,95.0
212FSMY,TWM22,34.5
212FSMY,IMM360,68.25
212FSMY,TWM20,31.25
212FSMY,GF22,21.5
212FSMY,TWM25,40.25
212FSMY,FLE140A,18.85
212FSMY,TMD8,18.2
212FSMY,FSM71,21.35
212FSMY,F161,20.75
212FSMY,SW401,61.25
212FSMY,FABLM5E,39.75
212FSMY,STX70E,64.5
212FSMY,FAML6E,39.0
212FSMY,SAM19E,79.25
212FSMY,FRX181,68.25
212FSMY,FA12LE,45.75
212FSMY,SA16E,31.25
212FSMY,TWM21,33.25
212FSMY,TWM28,47.5
212FSMY,FSM61,21.35
212FSMY,TTX8E,40.0
212FSMY,TTX10E,40.0
212FSMY,TTX20E,40.0
212FSMY,TTX25E,40.0
212FSMY,TTX15E,40.0
212IMFMSYA,211SFY,377.0
212IMFMSYA,310TWMYA,287.0
212IMFMSYA,313TWYA,419.0
212IMFMSYA,212FMY,260.0
212IMFMSYA,SIMM320,71.75
212IMFMSYA,313TSYA,685.0
212IMFMSYA,211SFSY,377.0
212IMFMSYA,212EFTXY,459.0
212IMFMSYA,315SIMMYA,605.0
212IMFMSYA,208EFAY,227.0
212IMFMSYA,S9704KR,54.25
212IMFMSYA,SIMM300,67.0
212IMFMSYA,214SIMFMYA,396.0
212IMFMSYA,313TSMYA,560.0
212IMFMSYA,312SIMM,530.0
212IMFMSYA,313SIMA,620.0
212IMFMSYA,315IMMYA,375.0
212IMFMSYA,214IMFMYA,266.0
212IMFMSYA,212SFSMY,391.0
212IMFMSYA,311IMYA,296.0
212IMFMSYA,211FY,246.0
212IMFMSYA,212FSMY,260.0
212IMFMSYA,212SIMFYA,379.0
212IMFMSYA,110STMY,284.0
212IMFMSYA,110TMDY,177.5
212IMFMSYA,111TMMDY,224.5
212IMFMSYA,S9706KRA,51.25
212IMFMSYA,212SFMY,391.0
212IMFMSYA,SW381,56.25
212IMFMSYA,110TMY,177.5
212IMFMSYA,305SIMMY,354.0
212IMFMSYA,SW401,61.25
212SFMY,315SIMMYA,605.0
212SFMY,212SIMFYA,379.0
212SFMY,313TSYA,685.0
212SFMY,313SWMYA,398.0
212SFMY,313TWMYA,402.0
212SFMY,311IMYA,296.0
212SFMY,211FSY,246.0
212SFMY,212EFTXY,459.0
212SFMY,313SIMA,620.0
212SFMY,207EFAMY,218.5
212SFMY,214IMFMYA,266.0
212SFMY,211SFY,377.0
212SFMY,111STMMDY,321.0
212SFMY,211FY,246.0
212SFMY,315IMMYA,375.0
212SFMY,214SIMFMYA,396.0
212SFMY,313TWYA,419.0
212SFMY,208EFAY,227.0
212SFMY,313SMYA,555.0
212SFMY,111TMMDY,224.5
212SFMY,212FSMY,260.0
212SFMY,110TMDY,177.5
212SFMY,313SYA,685.0
212SFMY,110STMDY,284.0
212SFMY,313SWYA,429.0
212SFMY,212FMY,260.0
212SFMY,212IMFMSYA,272.0
212SFMY,TW401,61.0
212SFSMY,310TWMYA,287.0
212SFSMY,S9704KA,52.75
212SFSMY,214SIMFMYA,396.0
212SFSMY,212SIMFYA,379.0
212SFSMY,110TMY,177.5
212SFSMY,212IMFMSYA,272.0
212SFSMY,211FSY,246.0
212SFSMY,313TWYA,419.0
212SFSMY,313TSMYA,560.0
212SFSMY,BLPTHC87,610.0
212SFSMY,313SWYA,429.0
212SFSMY,112TMMY,245.0
212SFSMY,315IMMYA,375.0
212SFSMY,312SIMM,530.0
212SFSMY,214IMFMYA,266.0
212SFSMY,315SIMMYA,605.0
212SFSMY,313SIMA,620.0
212SFSMY,313TSYA,685.0
212SFSMY,313TWMYA,402.0
212SFSMY,311IMYA,296.0
212SFSMY,207EFAMY,218.5
212SFSMY,212EFTXY,459.0
212SFSMY,212FSMY,260.0
212SFSMY,S9711KA,55.5
212SFSMY,STMM4,30.0
212SFSMY,S9704KR,54.25
212SFSMY,207EFTXY,272.0
212SFSMY,110TMDY,177.5
212SFSMY,112STMMY,355.0
212SFSMY,TW381,56.25
212SFSMY,S9706KRA,51.25
212SFSMY,208EPIT,403.0
212SFSMY,211FY,246.0
212SFSMY,110STMY,284.0
212SFSMY,SIMM210,46.25
212SFSMY,111TMMDY,224.5
212SFSMY,211SFSY,377.0
212SFSMY,208EFAY,227.0
212SFSMY,TMM4,20.8
212SFSMY,212FMY,260.0
212SFSMY,SFSM6,29.5
212SFSMY,SFSM7,29.5
212SFSMY,TW401,61.0
212SFSMY,305SIMMY,354.0
212SFSMY,TWM27,44.0
212SFSMY,TWM32,63.5
212SFSMY,TWM24,38.25
212SFSMY,SW401,61.25
212SFSMY,FSM71,21.35
212SFSMY,TWM28,47.5
212SFSMY,SW381,56.25
212SFSMY,TWM26,44.0
212SFSMY,TWM25,40.25
212SFSMY,TWM30,57.0
212SFSMY,TWM22,34.5
212SFSMY,TW441,81.75
212SFSMY,TW421,68.0
212SFSMY,TWM20,31.25
212SFSMY,TW461,89.25
212SFSMY,FSM61,21.35
212SFSMY,FTX40E,40.75
212SFSMY,FTX45E,40.75
212SIMFYA,212FMY,260.0
212SIMFYA,312IMM,337.0
212SIMFYA,310SIMMYA,360.0
212SIMFYA,312SIMM,530.0
212SIMFYA,313TSYA,685.0
212SIMFYA,211FY,246.0
212SIMFYA,110STMY,284.0
212SIMFYA,313TSMYA,560.0
212SIMFYA,208EFAY,227.0
212SIMFYA,SIMM320,71.75
212SIMFYA,212EFTXY,459.0
212SIMFYA,315SIMMYA,605.0
212SIMFYA,313SIMA,620.0
212SIMFYA,313TWYA,419.0
212SIMFYA,214IMFMYA,266.0
212SIMFYA,S9704KR,54.25
212SIMFYA,311IMYA,296.0
212SIMFYA,315IMMYA,375.0
212SIMFYA,214SIMFMYA,396.0
212SIMFYA,110TMDY,177.5
212SIMFYA,111TMMDY,224.5
212SIMFYA,212IMFMSYA,272.0
212SIMFYA,S9706KRA,51.25
212SIMFYA,SIMM300,67.0
212SIMFYA,110TMY,177.5
213AFLEY,315IMMYA,375.0
213AFLEY,110TMDY,177.5
213AFLEY,214IMFMYA,266.0
213AFLEY,214SIMFMYA,396.0
213AFLEY,315SIMMYA,605.0
213AFLEY,BLPTHC87,610.0
213AFLEY,212EFTXY,459.0
213AFLEY,212FSMY,260.0
213AFLEY,212SFSMY,391.0
213AFLEY,S9706KRA,51.25
214IMFMYA,310SIMMYA,360.0
214IMFMYA,212FMY,260.0
214IMFMYA,310TWMYA,287.0
214IMFMYA,212FSMY,260.0
214IMFMYA,313TWYA,419.0
214IMFMYA,211SFSY,377.0
214IMFMYA,SIMM320,71.75
214IMFMYA,313TSYA,685.0
214IMFMYA,315SIMMYA,605.0
214IMFMYA,313TSMYA,560.0
214IMFMYA,212EFTXY,459.0
214IMFMYA,110STMY,284.0
214IMFMYA,312SIMM,530.0
214IMFMYA,208EFAY,227.0
214IMFMYA,212SFSMY,391.0
214IMFMYA,S9704KR,54.25
214IMFMYA,SIMM300,67.0
214IMFMYA,313SIMA,620.0
214IMFMYA,315IMMYA,375.0
214IMFMYA,311IMYA,296.0
214IMFMYA,214SIMFMYA,396.0
214IMFMYA,110TMDY,177.5
214IMFMYA,212SIMFYA,379.0
214IMFMYA,S9706KRA,51.25
214IMFMYA,212IMFMSYA,272.0
214IMFMYA,111TMMDY,224.5
214IMFMYA,110TMY,177.5
214IMFMYA,305SIMMY,354.0
214SFY,212FSMY,260.0
214SFY,214IMFMYA,266.0
214SFY,214SIMFMYA,396.0
214SFY,315SIMMYA,605.0
214SFY,BLPTHC87,610.0
214SFY,211FY,246.0
214SFY,313SYA,685.0
214SFY,212SFMY,391.0
214SFY,110TMDY,177.5
214SFY,212FMY,260.0
214SIMFMYA,312IMM,337.0
214SIMFMYA,212FSMY,260.0
214SIMFMYA,112STMMY,355.0
214SIMFMYA,212EFTXY,459.0
214SIMFMYA,313TSYA,685.0
214SIMFMYA,212SFSMY,391.0
214SIMFMYA,313TWYA,419.0
214SIMFMYA,315SIMMYA,605.0
214SIMFMYA,SIMM360,77.25
214SIMFMYA,SIMM320,71.75
214SIMFMYA,211FY,246.0
214SIMFMYA,110STMY,284.0
214SIMFMYA,208EFAY,227.0
214SIMFMYA,311IMYA,296.0
214SIMFMYA,S9704KR,54.25
214SIMFMYA,212FMY,260.0
214SIMFMYA,212SIMFYA,379.0
214SIMFMYA,SIMM300,67.0
214SIMFMYA,313SIMA,620.0
214SIMFMYA,214IMFMYA,266.0
214SIMFMYA,315IMMYA,375.0
214SIMFMYA,212IMFMSYA,272.0
214SIMFMYA,110TMDY,177.5
214SIMFMYA,313TSMYA,560.0
214SIMFMYA,S9706KRA,51.25
214SIMFMYA,111TMMDY,224.5
214SIMFMYA,110TMY,177.5
214SIMFMYA,SW381,56.25
214SIMFMYA,SW401,61.25
305SIMMY,315SIMMYA,605.0
305SIMMY,310TWMYA,287.0
305SIMMY,BLPTHC87,610.0
305SIMMY,212FSMY,260.0
305SIMMY,312SIMM,530.0
305SIMMY,313SIMA,620.0
305SIMMY,212IMFMSYA,272.0
305SIMMY,211SFSY,377.0
305SIMMY,212SFSMY,391.0
305SIMMY,214IMFMYA,266.0
309SIMYA,212IMFMSYA,272.0
309SIMYA,110TMDY,177.5
309SIMYA,214IMFMYA,266.0
309SIMYA,214SIMFMYA,396.0
309SIMYA,BLPTHC87,610.0
309SIMYA,311IMYA,296.0
309SIMYA,315IMMYA,375.0
309SIMYA,315SIMMYA,605.0
309SIMYA,212FSMY,260.0
309SIMYA,212SFSMY,391.0
310IMMYA,212SFSMY,391.0
310IMMYA,313SIMA,620.0
310IMMYA,212FSMY,260.0
310IMMYA,207EFAMY,218.5
310IMMYA,310SIMMYA,360.0
310IMMYA,311IMYA,296.0
310IMMYA,212SIMFYA,379.0
310IMMYA,S9704KR,54.25
310IMMYA,214IMFMYA,266.0
310IMMYA,214SIMFMYA,396.0
310IMMYA,212IMFMSYA,272.0
310IMMYA,S9706KRA,51.25
310SIMMYA,212FSMY,260.0
310SIMMYA,212SFSMY,391.0
310SIMMYA,S9704KR,54.25
310SIMMYA,S9706KRA,51.25
310SIMMYA,110TMDY,177.5
310SIMMYA,311IMYA,296.0
310SIMMYA,313SIMA,620.0
310SIMMYA,208EFAY,227.0
310SIMMYA,212SIMFYA,379.0
310SIMMYA,214IMFMYA,266.0
310SIMMYA,212IMFMSYA,272.0
310SIMMYA,111TMMDY,224.5
310SIMMYA,214SIMFMYA,396.0
310TWMYA,211FSY,246.0
310TWMYA,313TSMYA,560.0
310TWMYA,BLPTHC87,610.0
310TWMYA,212FSMY,260.0
310TWMYA,313TWYA,419.0
310TWMYA,124STTMM,600.0
310TWMYA,212IMFMSYA,272.0
310TWMYA,211SFSY,377.0
310TWMYA,TWM24,38.25
310TWMYA,313SIMA,620.0
310TWMYA,212SFSMY,391.0
310TWMYA,312SIMM,530.0
310TWMYA,214IMFMYA,266.0
310TWMYA,TWM23,37.75
310TWMYA,313TSYA,685.0
310TWMYA,305SIMMY,354.0
310TWMYA,TWM20,31.25
310TWMYA,TWM22,34.5
310TWMYA,TWM21,33.25
311IMFSY,212IMFMSYA,272.0
311IMFSY,212SFSMY,391.0
311IMFSY,110TMDY,177.5
311IMFSY,214IMFMYA,266.0
311IMFSY,214SIMFMYA,396.0
311IMFSY,315SIMMYA,605.0
311IMFSY,BLPTHC87,610.0
311IMFSY,211FSY,246.0
311IMFSY,315IMMYA,375.0
311IMFSY,212FSMY,260.0
311IMYA,312IMM,337.0
311IMYA,SIMM320,71.75
311IMYA,S9704KA,52.75
311IMYA,112TMMY,245.0
311IMYA,211FSY,246.0
311IMYA,212EFTXY,459.0
311IMYA,BLPTHC87,610.0
311IMYA,110TMY,177.5
311IMYA,313TSMYA,560.0
311IMYA,315SIMMYA,605.0
311IMYA,211SFSY,377.0
311IMYA,313TSYA,685.0
311IMYA,SIMM300,67.0
311IMYA,211SFY,377.0
311IMYA,310SIMMYA,360.0
311IMYA,208EFAY,227.0
311IMYA,212SFSMY,391.0
311IMYA,315IMMYA,375.0
311IMYA,214IMFMYA,266.0
311IMYA,S9704KR,54.25
311IMYA,212FSMY,260.0
311IMYA,211FY,246.0
311IMYA,110STMY,284.0
311IMYA,212SIMFYA,379.0
311IMYA,214SIMFMYA,396.0
311IMYA,313SIMA,620.0
311IMYA,S9706KRA,51.25
311IMYA,212IMFMSYA,272.0
311IMYA,212FMY,260.0
311IMYA,212SFMY,391.0
311IMYA,110TMDY,177.5
311IMYA,111TMMDY,224.5
311IMYA,313SWYA,429.0
311IMYA,SW381,56.25
311IMYA,SW401,61.25
312IMM,312SIMM,530.0
312IMM,212SIMFYA,379.0
312IMM,BLPTHC87,610.0
312IMM,214IMFMYA,266.0
312IMM,212FSMY,260.0
312IMM,311IMYA,296.0
312IMM,214SIMFMYA,396.0
312IMM,212IMFMSYA,272.0
312IMM,313SIMA,620.0
312IMM,211FSY,246.0
312IMM,207EFAMY,218.5
312IMM,206EFABLM,257.5
312IMM,S9711KA,55.5
312IMM,TWM30,57.0
312IMM,TWM32,63.5
312SIMM,312IMM,337.0
312SIMM,310TWMYA,287.0
312SIMM,311IMYA,296.0
312SIMM,207EFAMY,218.5
312SIMM,BLPTHC87,610.0
312SIMM,212SIMFYA,379.0
312SIMM,SIMM360,77.25
312SIMM,212FSMY,260.0
312SIMM,214SIMFMYA,396.0
312SIMM,214IMFMYA,266.0
312SIMM,212IMFMSYA,272.0
312SIMM,211SFSY,377.0
312SIMM,S9706KRA,51.25
312SIMM,212EFTXY,459.0
312SIMM,313SIMA,620.0
312SIMM,212SFSMY,391.0
312SIMM,SIMM300,67.0
312SIMM,305SIMMY,354.0
313SIMA,BLPTHC87,610.0
313SIMA,211FSY,246.0
313SIMA,313SYA,685.0
313SIMA,310TWMYA,287.0
313SIMA,313TWMYA,402.0
313SIMA,STMM4,30.0
313SIMA,211SFY,377.0
313SIMA,110TMY,177.5
313SIMA,SIMM320,71.75
313SIMA,313TSMYA,560.0
313SIMA,207EFAMY,218.5
313SIMA,112TMMY,245.0
313SIMA,315IMMYA,375.0
313SIMA,212EFTXY,459.0
313SIMA,315SIMMYA,605.0
313SIMA,110STMY,284.0
313SIMA,313TSYA,685.0
313SIMA,212FSMY,260.0
313SIMA,211SFSY,377.0
313SIMA,212SFSMY,391.0
313SIMA,310SIMMYA,360.0
313SIMA,208EFAY,227.0
313SIMA,211FY,246.0
313SIMA,212SFMY,391.0
313SIMA,312SIMM,530.0
313SIMA,311IMYA,296.0
313SIMA,214IMFMYA,266.0
313SIMA,212FMY,260.0
313SIMA,214SIMFMYA,396.0
313SIMA,S9706KRA,51.25
313SIMA,212SIMFYA,379.0
313SIMA,S9704KR,54.25
313SIMA,212IMFMSYA,272.0
313SIMA,TMM4,20.8
313SIMA,SIMM300,67.0
313SIMA,TWM26,44.0
313SIMA,305SIMMY,354.0
313SIMA,110TMDY,177.5
313SIMA,111TMMDY,224.5
313SIMA,SFSM6,29.5
313SIMA,SIMM190,40.0
313SIMA,313SWYA,429.0
313SIMA,SIMM200,41.5
313SIMA,FSM61,21.35
313SIMA,TW401,61.0
313SIMA,TWM27,44.0
313SIMA,SW381,56.25
313SIMA,TWM25,40.25
313SIMA,SW401,61.25
313SIMA,SFSM7,29.5
313SIMA,FSM71,21.35
313SMYA,313SWMYA,398.0
313SMYA,313TWMYA,402.0
313SMYA,313SWYA,429.0
313SMYA,211FY,246.0
313SMYA,111TMMDY,224.5
313SMYA,110STMDY,284.0
313SMYA,207EFAMY,218.5
313SMYA,212FMY,260.0
313SMYA,211SFY,377.0
313SMYA,212FSMY,260.0
313SMYA,212EFTXY,459.0
313SMYA,211FSY,246.0
313SMYA,208EFAY,227.0
313SMYA,313SYA,685.0
313SMYA,212SFMY,391.0
313SMYA,110TMDY,177.5
313SMYA,313TWYA,419.0
313SMYA,111STMMDY,321.0
313SMYA,TW401,61.0
313SMYA,TWM27,44.0
313SMYA,TWM26,44.0
313SMYA,TWM25,40.25
313SWMYA,313TSYA,685.0
313SWMYA,S9704KA,52.75
313SWMYA,313SYA,685.0
313SWMYA,207EFAMY,218.5
313SWMYA,S9706KRA,51.25
313SWMYA,110STMY,284.0
313SWMYA,110TMDY,177.5
313SWMYA,313SMYA,555.0
313SWMYA,211FY,246.0
313SWMYA,212SFMY,391.0
313SWMYA,111TMMDY,224.5
313SWMYA,112TMMY,245.0
313SWMYA,212FMY,260.0
313SWMYA,211FSY,246.0
313SWMYA,313SWYA,429.0
313SWMYA,212SFSMY,391.0
313SWMYA,212FSMY,260.0
313SWMYA,SW381,56.25
313SWMYA,BLPTHC87,610.0
313SWMYA,SW401,61.25
313SWMYA,211SFSY,377.0
313SWMYA,212EFTXY,459.0
313SWMYA,SFSM7,29.5
313SWMYA,SIMM360,77.25
313SWMYA,SIMM320,71.75
313SWMYA,SIMM300,67.0
313SWMYA,TW401,61.0
313SWMYA,315SIMMYA,605.0
313SWMYA,FSM71,21.35
313SWMYA,TW381,56.25
313SWMYA,SIMM340,75.75
313SWMYA,SWM101A,28.5
313SWMYA,SWM111A,28.5
313SWMYA,TMM5,20.8
313SWMYA,STMM5,30.0
313SWMYA,SWM271,44.0
313SWMYA,SWM251,40.25
313SWMYA,SWM261,44.0
313SWYA,110TMY,177.5
313SWYA,313TSYA,685.0
313SWYA,211SFY,377.0
313SWYA,111STMMDY,321.0
313SWYA,313SMYA,555.0
313SWYA,110STMDY,284.0
313SWYA,212SFMY,391.0
313SWYA,S9711KA,55.5
313SWYA,112TMMY,245.0
313SWYA,311IMYA,296.0
313SWYA,313SYA,685.0
313SWYA,212SFSMY,391.0
313SWYA,BLPTHC87,610.0
313SWYA,210EFTXRY,407.0
313SWYA,212FMY,260.0
313SWYA,112STMMY,355.0
313SWYA,SW381,56.25
313SWYA,211SFSY,377.0
313SWYA,211FY,246.0
313SWYA,S9704KR,54.25
313SWYA,208EPIT,403.0
313SWYA,111TMMDY,224.5
313SWYA,313SWMYA,398.0
313SWYA,S9706KRA,51.25
313SWYA,110STMY,284.0
313SWYA,110TMDY,177.5
313SWYA,SW401,61.25
313SWYA,SWM101A,28.5
313SWYA,SWM111A,28.5
313SWYA,TW381,56.25
313SWYA,TW401,61.0
313SWYA,SWM271,44.0
313SWYA,SWM251,40.25
313SWYA,SWM261,44.0
313SYA,313SWMYA,398.0
313SYA,214SIMFMYA,396.0
313SYA,211FY,246.0
313SYA,313SWYA,429.0
313SYA,212EFTXY,459.0
313SYA,313TWYA,419.0
313SYA,212FMY,260.0
313SYA,207EFAMY,218.5
313SYA,110STMDY,284.0
313SYA,211FSY,246.0
313SYA,212FSMY,260.0
313SYA,313TWMYA,402.0
313SYA,212SFMY,391.0
313SYA,211SFY,377.0
313SYA,313SMYA,555.0
313SYA,111STMMDY,321.0
313SYA,112TMMY,245.0
313SYA,111TMMDY,224.5
313SYA,211SFSY,377.0
313SYA,110TMDY,177.5
313SYA,TW381,56.25
313SYA,208EFAY,227.0
313SYA,TWM30,57.0
313SYA,TWM32,63.5
313SYA,TW401,61.0
313SYA,SW381,56.25
313SYA,TWM27,44.0
313SYA,SW401,61.25
313SYA,TWM26,44.0
313SYA,TWM25,40.25
313TSMYA,212EFTXY,459.0
313TSMYA,BLPTHC87,610.0
313TSMYA,313SIMA,620.0
313TSMYA,313TWMYA,402.0
313TSMYA,313TWYA,419.0
313TSMYA,212FMY,260.0
313TSMYA,212SIMFYA,379.0
313TSMYA,112TMMY,245.0
313TSMYA,315IMMYA,375.0
313TSMYA,212FSMY,260.0
313TSMYA,112STMMY,355.0
313TSMYA,212SFSMY,391.0
313TSMYA,214IMFMYA,266.0
313TSMYA,211SFSY,377.0
313TSMYA,214SIMFMYA,396.0
313TSMYA,124STTMM,600.0
313TSMYA,110TMY,177.5
313TSMYA,311IMYA,296.0
313TSMYA,212IMFMSYA,272.0
313TSMYA,TMM4,20.8
313TSMYA,313TSYA,685.0
313TSMYA,110STMY,284.0
313TSMYA,STMM4,30.0
313TSMYA,TWM25,40.25
313TSMYA,S9706KRA,51.25
313TSMYA,TW401,61.0
313TSMYA,TWM27,44.0
313TSMYA,SFSM7,29.5
313TSMYA,TWM20,31.25
313TSMYA,TWM21,33.25
313TSMYA,TWM22,34.5
313TSMYA,TWM23,37.75
313TSYA,315IMMYA,375.0
313TSYA,311IMYA,296.0
313TSYA,212SIMFYA,379.0
313TSYA,112STMMY,355.0
313TSYA,212FSMY,260.0
313TSYA,214IMFMYA,266.0
313TSYA,112TMMY,245.0
313TSYA,110TMY,177.5
313TSYA,212SFSMY,391.0
313TSYA,211FY,246.0
313TSYA,211SFSY,377.0
313TSYA,212IMFMSYA,272.0
313TSYA,214SIMFMYA,396.0
313TSYA,313TWYA,419.0
313TSYA,313TSMYA,560.0
313TSYA,110STMY,284.0
313TSYA,212FMY,260.0
313TSYA,110TMDY,177.5
313TSYA,111TMMDY,224.5
313TSYA,313SWMYA,398.0
313TSYA,TMM4,20.8
313TSYA,313SWYA,429.0
313TSYA,TWM23,37.75
313TSYA,TWM27,44.0
313TSYA,TW401,61.0
313TSYA,SW381,56.25
313TSYA,TWM25,40.25
313TSYA,TWM20,31.25
313TSYA,SW401,61.25
313TSYA,TWM21,33.25
313TSYA,TWM22,34.5
313TWMYA,315SIMMYA,605.0
313TWMYA,311IMYA,296.0
313TWMYA,212SIMFYA,379.0
313TWMYA,124STTMM,600.0
313TWMYA,BLPTHC87,610.0
313TWMYA,315IMMYA,375.0
313TWMYA,212FMY,260.0
313TWMYA,211SFSY,377.0
313TWMYA,112STMMY,355.0
313TWMYA,212IMFMSYA,272.0
313TWMYA,110TMY,177.5
313TWMYA,214SIMFMYA,396.0
313TWMYA,313TSYA,685.0
313TWMYA,110STMY,284.0
313TWMYA,214IMFMYA,266.0
313TWMYA,112TMMY,245.0
313TWMYA,207EFAMY,218.5
313TWMYA,313TSMYA,560.0
313TWMYA,212SFSMY,391.0
313TWMYA,212EFTXY,459.0
313TWMYA,313TWYA,419.0
313TWMYA,211FSY,246.0
313TWMYA,212FSMY,260.0
313TWMYA,211SFY,377.0
313TWMYA,313SYA,685.0
313TWMYA,TMM4,20.8
313TWMYA,313SMYA,555.0
313TWMYA,208EFAY,227.0
313TWMYA,S9706KRA,51.25
313TWMYA,212SFMY,391.0
313TWMYA,STMM4,30.0
313TWMYA,TW401,61.0
313TWMYA,TWM32,63.5
313TWMYA,TWM26,44.0
313TWMYA,SW381,56.25
313TWMYA,TWM25,40.25
313TWMYA,TW381,56.25
313TWMYA,TWM27,44.0
313TWMYA,SW401,61.25
313TWMYA,TWM31,63.5
313TWMYA,TWM28,47.5
313TWMYA,TWM29,54.25
313TWMYA,TWM30,57.0
313TWYA,S9704KR,54.25
313TWYA,313TSMYA,560.0
313TWYA,112STMMY,355.0
313TWYA,211SFSY,377.0
313TWYA,212SIMFYA,379.0
313TWYA,214SIMFMYA,396.0
313TWYA,214IMFMYA,266.0
313TWYA,212IMFMSYA,272.0
313TWYA,211SFY,377.0
313TWYA,112TMMY,245.0
313TWYA,315IMMYA,375.0
313TWYA,212SFSMY,391.0
313TWYA,110TMY,177.5
313TWYA,211FSY,246.0
313TWYA,212FSMY,260.0
313TWYA,313TWMYA,402.0
313TWYA,207EFAMY,218.5
313TWYA,212EFTXY,459.0
313TWYA,S9706KRA,51.25
313TWYA,208EFAY,227.0
313TWYA,313SYA,685.0
313TWYA,212SFMY,391.0
313TWYA,110STMY,284.0
313TWYA,313TSYA,685.0
313TWYA,313SMYA,555.0
313TWYA,TW381,56.25
313TWYA,TW401,61.0
313TWYA,TWM32,63.5
313TWYA,110TMDY,177.5
313TWYA,TWM24,38.25
313TWYA,TMM4,20.8
313TWYA,TWM31,63.5
313TWYA,TWM29,54.25
313TWYA,TWM23,37.75
313TWYA,TWM27,44.0
313TWYA,STMM4,30.0
313TWYA,TWM22,34.5
313TWYA,TWM25,40.25
313TWYA,TWM26,44.0
313TWYA,TWM20,31.25
313TWYA,TWM30,57.0
313TWYA,FSM61,21.35
313TWYA,FSM71,21.35
313TWYA,TWM28,47.5
313TWYA,TWM21,33.25
315IMMYA,SIMM320,71.75
315IMMYA,112STMMY,355.0
315IMMYA,313TSMYA,560.0
315IMMYA,313TWYA,419.0
315IMMYA,BLPTHC87,610.0
315IMMYA,211FSY,246.0
315IMMYA,110STMY,284.0
315IMMYA,110TMY,177.5
315IMMYA,211SFY,377.0
315IMMYA,208EFAY,227.0
315IMMYA,214IMFMYA,266.0
315IMMYA,211SFSY,377.0
315IMMYA,211FY,246.0
315IMMYA,313TSYA,685.0
315IMMYA,112TMMY,245.0
315IMMYA,315SIMMYA,605.0
315IMMYA,212EFTXY,459.0
315IMMYA,TWM27,44.0
315IMMYA,212FSMY,260.0
315IMMYA,214SIMFMYA,396.0
315IMMYA,212SIMFYA,379.0
315IMMYA,212FMY,260.0
315IMMYA,212IMFMSYA,272.0
315IMMYA,311IMYA,296.0
315IMMYA,313SIMA,620.0
315IMMYA,313SMYA,555.0
315IMMYA,313SYA,685.0
