item_sku,rec_sku,category,rec_category
FTA35,SIMM240,Socket and Drive Tools,Socket and Drive Tools
FTA35,STA35,Socket and Drive Tools,Socket and Drive Tools
FTA35,TTA35,Socket and Drive Tools,Socket and Drive Tools
FTA35,SRES28,Socket and Drive Tools,Socket and Drive Tools
FTA35,208FRDH,Socket and Drive Tools,Socket and Drive Tools
FTA35,TKF72,Socket and Drive Tools,Socket and Drive Tools
FTA35,SRES26,Socket and Drive Tools,Socket and Drive Tools
FTA35,SRES24,Socket and Drive Tools,Socket and Drive Tools
SHDX80G,AWM110DHK,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SHDX80G,AW1015DHK,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SHDX80G,SSDMR4BR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SHDX80G,SHDX60R,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SHDX80G,SGD6BR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SHDX80G,SGDMRCE44,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SHDX80G,SDDDM1AR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SHDX80G,SGDMRC44B,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
SHDX80G,SGDMRC4-TM4,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
VO806B,XS2024A,Wrenches,Wrenches
VO806B,XS1416A,Wrenches,Wrenches
VO806B,XS1820A,Wrenches,Wrenches
VO806B,VO3032B,Wrenches,Wrenches
VO806B,DS809K,Wrenches,Wrenches
VO806B,R1011C,Wrenches,Wrenches
VO806B,VO2628B,Wrenches,Wrenches
VO806B,R1214C,Wrenches,Wrenches
VO806B,R1618C,Wrenches,Wrenches
VO806B,VO1012B,Wrenches,Wrenches
PTGR110,PTGR100,"Power Tools, Air","Power Tools, Air"
PTGR110,PTC250,"Power Tools, Air","Power Tools, Air"
PTGR110,PDR3000A,"Power Tools, Air","Power Tools, Air"
PTGR110,PSO4625,"Power Tools, Air","Power Tools, Air"
PTGR110,PTR2500,"Power Tools, Air","Power Tools, Air"
PTGR110,PTR2505,"Power Tools, Air","Power Tools, Air"
PTGR110,MG325,"Power Tools, Air","Power Tools, Air"
PTGR110,MG1250,"Power Tools, Air","Power Tools, Air"
PTGR110,PH3050BR,"Power Tools, Air","Power Tools, Air"
PTGR110,AT2050,"Power Tools, Air","Power Tools, Air"
TW181A,TW281,Socket and Drive Tools,Socket and Drive Tools
TW181A,TW221,Socket and Drive Tools,Socket and Drive Tools
TW181A,TW161A,Socket and Drive Tools,Socket and Drive Tools
TW181A,TW261,Socket and Drive Tools,Socket and Drive Tools
TW181A,TW321,Socket and Drive Tools,Socket and Drive Tools
TW181A,TW141A,Socket and Drive Tools,Socket and Drive Tools
TW181A,TW301,Socket and Drive Tools,Socket and Drive Tools
TW181A,TW241,Socket and Drive Tools,Socket and Drive Tools
TW181A,TWM31,Socket and Drive Tools,Socket and Drive Tools
TW181A,313TWMYA,Socket and Drive Tools,Socket and Drive Tools
TA27,IMX32B,Job Specific Tools,Job Specific Tools
TA27,TR117O,Job Specific Tools,Job Specific Tools
TA27,YA4050B,Job Specific Tools,Job Specific Tools
TA27,YAKS42,Job Specific Tools,Job Specific Tools
TA27,HCP48BCF,Job Specific Tools,Job Specific Tools
TA27,SGA174BR,Job Specific Tools,Job Specific Tools
TA27,SHCP1B,Job Specific Tools,Job Specific Tools
TA27,SGA1712BR,Job Specific Tools,Job Specific Tools
TA27,LSR1580,Job Specific Tools,Job Specific Tools
TA27,S6118A,Job Specific Tools,Job Specific Tools
F80MP,FZ80,Socket and Drive Tools,Socket and Drive Tools
F80MP,210RAFSMA,Socket and Drive Tools,Socket and Drive Tools
F80MP,TRSLF72,Socket and Drive Tools,Socket and Drive Tools
F80MP,112RTMA,Socket and Drive Tools,Socket and Drive Tools
F80MP,SX80B,Socket and Drive Tools,Socket and Drive Tools
F80MP,TK72,Socket and Drive Tools,Socket and Drive Tools
F80MP,FLLF80,Socket and Drive Tools,Socket and Drive Tools
F80MP,TXM72,Socket and Drive Tools,Socket and Drive Tools
F80MP,FF80A,Socket and Drive Tools,Socket and Drive Tools
F80MP,FSLF80,Socket and Drive Tools,Socket and Drive Tools
KRA2422PWZ,KRA2422PBO,Classic Series Tool Storage,Classic Series Tool Storage
KRA2422PWZ,KCP1422PBO,Classic Series Tool Storage,Classic Series Tool Storage
KRA2422PWZ,KRA2411PBO,Classic Series Tool Storage,Classic Series Tool Storage
KRA2422PWZ,KCP2422PBO,Classic Series Tool Storage,Classic Series Tool Storage
KRA2422PWZ,KRA2406BPBO,Classic Series Tool Storage,Classic Series Tool Storage
KRA2422PWZ,KRA2407PBO,Classic Series Tool Storage,Classic Series Tool Storage
KRA2422PWZ,KRA1421PWZ,Classic Series Tool Storage,Classic Series Tool Storage
KRA2422PWZ,KRA1421POT,Classic Series Tool Storage,Classic Series Tool Storage
KRA2422PWZ,KRA1421PC,Classic Series Tool Storage,Classic Series Tool Storage
KRA2422PWZ,KRA1421PBO,Classic Series Tool Storage,Classic Series Tool Storage
FM18,FM19,Socket and Drive Tools,Socket and Drive Tools
FM18,FM15,Socket and Drive Tools,Socket and Drive Tools
FM18,FM16,Socket and Drive Tools,Socket and Drive Tools
FM18,FM11,Socket and Drive Tools,Socket and Drive Tools
FM18,SW141A,Socket and Drive Tools,Socket and Drive Tools
FM18,SW181A,Socket and Drive Tools,Socket and Drive Tools
FM18,SW241,Socket and Drive Tools,Socket and Drive Tools
FM18,FM10,Socket and Drive Tools,Socket and Drive Tools
FM18,FM14,Socket and Drive Tools,Socket and Drive Tools
FM18,218AFP,Socket and Drive Tools,Socket and Drive Tools
CSSD1G,CSSD1R,General Hand Tools,General Hand Tools
CSSD1G,PKN500,General Hand Tools,General Hand Tools
CSSD1G,PTM30,General Hand Tools,General Hand Tools
CSSD1G,CSSD50R,General Hand Tools,General Hand Tools
CSSD1G,CSA14CR,General Hand Tools,General Hand Tools
CSSD1G,PKWSS53A,General Hand Tools,General Hand Tools
CSSD1G,CSA12CR,General Hand Tools,General Hand Tools
CSSD1G,FB307RNB,General Hand Tools,General Hand Tools
CSSD1G,PKNC300,General Hand Tools,General Hand Tools
CSSD1G,FB336,General Hand Tools,General Hand Tools
AWCGT7,SGDP63IRBR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
AWCGT7,SGD4120BR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
AWCGT7,SSFP1,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
AWCGT7,SGDMRC11A,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
AWCGT7,SGDTX315BR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
AWCGT7,SGDP162BR,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
AWCGT7,BHM9A,"Screwdrivers, Nut Drivers & Keys","Screwdrivers, Nut Drivers & Keys"
