item_sku,rec_sku,category,rec_category
BOERM712,BFCRM712A,Wrenches [Blue-Point],Wrenches [Blue-Point]
BOERM712,BOERM10,Wrenches [Blue-Point],Wrenches [Blue-Point]
BOERM712,BOERM8,Wrenches [Blue-Point],Wrenches [Blue-Point]
BOERM712,BOERM18,Wrenches [Blue-Point],Wrenches [Blue-Point]
BOERM712,BOERM13,Wrenches [Blue-Point],Wrenches [Blue-Point]
BTC7B,BTC3A,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTC7B,BTC8A,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTC7B,BL1B,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTC7B,BT101,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTC7B,EEJP1224,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,TDG1,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,LSR1000EXT,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,BTCP500,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,LSR1450,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,LSR1580,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,BTG9,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,YA4050B,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,OFWHD3KT,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,LSR1250,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
BTG8,HCP10,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
LDTF2,YA4000B,Fuel and Engine Systems [Blue-Point],Fuel and Engine Systems [Blue-Point]
LDTF2,LDT8,Fuel and Engine Systems [Blue-Point],Fuel and Engine Systems [Blue-Point]
LDTF2,LDT40,Fuel and Engine Systems [Blue-Point],Fuel and Engine Systems [Blue-Point]
LDTF2,ACT1370,Fuel and Engine Systems [Blue-Point],Fuel and Engine Systems [Blue-Point]
LDTF2,LDT6,Fuel and Engine Systems [Blue-Point],Fuel and Engine Systems [Blue-Point]
LDTF2,LDT3730,Fuel and Engine Systems [Blue-Point],Fuel and Engine Systems [Blue-Point]
LDTF2,LDTJT538,Fuel and Engine Systems [Blue-Point],Fuel and Engine Systems [Blue-Point]
LDTF2,LDTJT512,Fuel and Engine Systems [Blue-Point],Fuel and Engine Systems [Blue-Point]
LDTF2,FIH500,Fuel and Engine Systems [Blue-Point],Fuel and Engine Systems [Blue-Point]
FZ4B,EECT200,Testing and Electronics [Blue-Point],Testing and Electronics [Blue-Point]
FZ4B,FZ7A,Testing and Electronics [Blue-Point],Testing and Electronics [Blue-Point]
FZ4B,YA1175KIT,Testing and Electronics [Blue-Point],Testing and Electronics [Blue-Point]
HP650M,OFW4KT,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
HP650M,TDG1,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
HP650M,LSR1000EXT,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
HP650M,BTCP500,Job Specific Tools [Blue-Point],Job Specific Tools [Blue-Point]
