,query_sku,rec_sku,price
4192,AWSGT10A,2006IT,153.0
4193,AWSGT10A,2420A,83.75
4194,AWSGT10A,10SSD,12.55
4195,AWSGT10A,7031A,45.5
4196,AWSGT10A,14V,88.75
4197,AWSGT10A,14V12,92.0
4198,AWSGT10A,1412A,53.0
4199,AWSGT10A,340SSDP,22.3
4200,AWSGT15A,A36A,134.5
4201,AWSGT15A,A106,50.25
4202,AWSGT15A,14V12,92.0
4203,AWSGT15A,1412A,53.0
4204,AWSGT15A,A3046,57.5
4205,AWSGT15A,A127,45.5
4206,AWSGT15A,2420A,83.75
4207,AWSGT15A,A129,46.75
4208,AWSGT15A,340SSDP,22.3
4209,AWSGT15A,A159,55.5
4210,AWSGT20A,10SSD,12.55
4211,AWSGT20A,14V,88.75
4212,AWSGT20A,14V12,92.0
4213,AWSGT20A,20SSD,15.5
4214,AWSGT20A,1412A,53.0
4215,AWSGT20A,208CCP,50.5
4216,AWSGT20A,2006IT,153.0
4217,AWSGT20A,30SSD,18.3
4218,AWSGT20A,A127,45.5
4219,AWSGT20A,A106,50.25
4220,AWSGT25A,14V12,92.0
4221,AWSGT25A,A127,45.5
4222,AWSGT25A,208CCP,50.5
4223,AWSGT25A,A36A,134.5
4224,AWSGT25A,A106,50.25
4225,AWSGT25A,A98M,66.5
4226,AWSGT25A,1412A,53.0
4227,AWSGT25A,A3046,57.5
4228,AWSGT25A,2006IT,153.0
4229,AWSGT25A,340SSDP,22.3
4230,AWSGT27A,2006IT,153.0
4231,AWSGT27A,1412A,53.0
4232,AWSGT27A,340SSDP,22.3
4233,AWSGT27A,10SSD,12.55
4234,AWSGT27A,A127,45.5
4235,AWSGT27A,A106,50.25
4236,AWSGT27A,208CCP,50.5
4237,AWSGT27A,14V12,92.0
4238,AWSGT27A,30SSD,18.3
4239,AWSGT27A,20SSD,15.5
4240,AWSGT30A,20SSD,15.5
4241,AWSGT30A,10SSD,12.55
4242,AWSGT30A,14V12,92.0
4243,AWSGT30A,2420A,83.75
4244,AWSGT30A,1412A,53.0
4245,AWSGT30A,2006IT,153.0
4246,AWSGT30A,208CCP,50.5
4247,AWSGT30A,30SSD,18.3
4248,AWSGT30A,14V,88.75
4249,AWSGT30A,340SSDP,22.3
4250,AWSGT40A,10SSD,12.55
4251,AWSGT40A,1412A,53.0
4252,AWSGT40A,ACT407,42.5
4253,AWSGT40A,ACT413A,35.0
4254,AWSGT40A,A129,46.75
4255,AWSGT40A,A36A,134.5
4256,AWSGT40A,A159,55.5
4257,AWSGT40A,ACT1370,41.5
4258,AWSGT40A,2006IT,153.0
4259,AWSGT40A,A179A,56.5
4260,AWSGT50A,2006IT,153.0
4261,AWSGT50A,14V12,92.0
4262,AWSGT50A,20SSD,15.5
4263,AWSGT50A,2420A,83.75
4264,AWSGT50A,A106,50.25
4265,AWSGT50A,14V,88.75
4266,AWSGT50A,7031A,45.5
4267,AWSGT50A,1412A,53.0
4268,AWSGT50A,208CCP,50.5
4269,AWSGT50A,A127,45.5
4270,AWSGT6A,30SSD,18.3
4271,AWSGT6A,7031A,45.5
4272,AWSGT6A,208CCP,50.5
4273,AWSGT6A,A106,50.25
4274,AWSGT6A,2006IT,153.0
4275,AWSGT6A,10SSD,12.55
4276,AWSGT6A,1412A,53.0
4277,AWSGT6A,14V12,92.0
4278,AWSGT6A,340SSDP,22.3
4279,AWSGT6A,14V,88.75
4280,AWSGT7A,1412A,53.0
4281,AWSGT7A,14V,88.75
4282,AWSGT7A,A36A,134.5
4283,AWSGT7A,340SSDP,22.3
4284,AWSGT7A,A98M,66.5
4285,AWSGT7A,ACT1370,41.5
4286,AWSGT7A,14V12,92.0
4287,AWSGT7A,10SSD,12.55
4288,AWSGT7A,A159,55.5
4289,AWSGT7A,A179A,56.5
4290,AWSGT800A,222AFSMP,965.0
4291,AWSGT800A,209FUMY,605.0
4292,AWSGT800A,210FRXM,710.0
4293,AWSGT800A,218AFSP,740.0
4294,AWSGT800A,206SFSUM,473.0
4295,AWSGT800A,131TMPB,785.0
4296,AWSGT800A,213TFSYA,471.0
4297,AWSGT800A,303SXWKL,240.0
4298,AWSGT800A,208EFTABMY,258.0
4299,AWSGT800A,112TMMDSY,307.0
4300,AWSGT8A,10SSD,12.55
4301,AWSGT8A,30SSD,18.3
4302,AWSGT8A,1412A,53.0
4303,AWSGT8A,340SSDP,22.3
4304,AWSGT8A,14V,88.75
4305,AWSGT8A,2420A,83.75
4306,AWSGT8A,14V12,92.0
4307,AWSGT8A,208CCP,50.5
4308,AWSGT8A,A127,45.5
4309,AWSGT8A,A106,50.25
4310,AWSGT9A,1412A,53.0
4311,AWSGT9A,2006IT,153.0
4312,AWSGT9A,10SSD,12.55
4313,AWSGT9A,208CCP,50.5
4314,AWSGT9A,20SSD,15.5
4315,AWSGT9A,7031A,45.5
4316,AWSGT9A,340SSDP,22.3
4317,AWSGT9A,30SSD,18.3
4318,AWSGT9A,14V12,92.0
4319,AWSGT9A,A127,45.5
4320,AWSGTRP20A,A98A,62.25
4321,AWSGTRP20A,A36A,134.5
4322,AWSGTRP20A,A129,46.75
4323,AWSGTRP20A,20SSD,15.5
4324,AWSGTRP20A,2420A,83.75
4325,AWSGTRP20A,14V12,92.0
4326,AWSGTRP20A,10SSD,12.55
4327,AWSGTRP20A,340SSDP,22.3
4328,AWSGTRP20A,2006IT,153.0
4329,AWSGTRP20A,A159,55.5
4330,AWT100KA,340SSDP,22.3
4331,AWT100KA,2006IT,153.0
4332,AWT100KA,14V,88.75
4333,AWT100KA,10SSD,12.55
4334,AWT100KA,A129,46.75
4335,AWT100KA,208CCP,50.5
4336,AWT100KA,A127,45.5
4337,AWT100KA,14V12,92.0
4338,AWT100KA,7031A,45.5
4339,AWT100KA,1412A,53.0
4340,AWT10A,1412A,53.0
4341,AWT10A,10SSD,12.55
4342,AWT10A,340SSDP,22.3
4343,AWT10A,20SSD,15.5
4344,AWT10A,7031A,45.5
4345,AWT10A,30SSD,18.3
4346,AWT10A,A127,45.5
4347,AWT10A,2006IT,153.0
4348,AWT10A,2420A,83.75
4349,AWT10A,A129,46.75
4350,AWT25A,10SSD,12.55
4351,AWT25A,7031A,45.5
4352,AWT25A,30SSD,18.3
4353,AWT25A,208CCP,50.5
4354,AWT25A,A159,55.5
4355,AWT25A,2006IT,153.0
4356,AWT25A,A106,50.25
4357,AWT25A,340SSDP,22.3
4358,AWT25A,2420A,83.75
4359,AWT25A,20SSD,15.5
4360,AWT50A,A129,46.75
4361,AWT50A,A179A,56.5
4362,AWT50A,1412A,53.0
4363,AWT50A,14V12,92.0
4364,AWT50A,14V,88.75
4365,AWT50A,30SSD,18.3
4366,AWT50A,A36A,134.5
4367,AWT50A,20SSD,15.5
4368,AWT50A,340SSDP,22.3
4369,AWT50A,10SSD,12.55
4370,AWT55A,14V,88.75
4371,AWT55A,340SSDP,22.3
4372,AWT55A,2006IT,153.0
4373,AWT55A,A3046,57.5
4374,AWT55A,A129,46.75
4375,AWT55A,2420A,83.75
4376,AWT55A,A50A,142.0
4377,AWT55A,A36A,134.5
4378,AWT55A,7031A,45.5
4379,AWT55A,A159,55.5
4380,AWT8A,1412A,53.0
4381,AWT8A,10SSD,12.55
4382,AWT8A,A106,50.25
4383,AWT8A,14V12,92.0
4384,AWT8A,A127,45.5
4385,AWT8A,208CCP,50.5
4386,AWT8A,2006IT,153.0
4387,AWT8A,20SSD,15.5
4388,AWT8A,340SSDP,22.3
4389,AWT8A,30SSD,18.3
4390,AWT9A,1412A,53.0
4391,AWT9A,10SSD,12.55
4392,AWT9A,14V,88.75
4393,AWT9A,A127,45.5
4394,AWT9A,20SSD,15.5
4395,AWT9A,2006IT,153.0
4396,AWT9A,A106,50.25
4397,AWT9A,7031A,45.5
4398,AWT9A,30SSD,18.3
4399,AWT9A,340SSDP,22.3
4400,AWTEF11K,1412A,53.0
4401,AWTEF11K,A127,45.5
4402,AWTEF11K,TMU81B,57.75
4403,AWTEF11K,14V,88.75
4404,AWTEF11K,STMD18,28.75
4405,AWTEF11K,30SSD,18.3
4406,AWTEF11K,2006IT,153.0
4407,AWTEF11K,208CCP,50.5
4408,AWTEF11K,A159,55.5
4409,AWTEF11K,340SSDP,22.3
4410,AWTEF8K,2420A,83.75
4411,AWTEF8K,10SSD,12.55
4412,AWTEF8K,1412A,53.0
4413,AWTEF8K,14V12,92.0
4414,AWTEF8K,208CCP,50.5
4415,AWTEF8K,2006IT,153.0
4416,AWTEF8K,14V,88.75
4417,AWTEF8K,20SSD,15.5
4418,AWTEF8K,30SSD,18.3
4419,AWTEF8K,340SSDP,22.3
4420,AWTEFBH11K,2006IT,153.0
4421,AWTEFBH11K,2420A,83.75
4422,AWTEFBH11K,A106,50.25
4423,AWTEFBH11K,340SSDP,22.3
4424,AWTEFBH11K,A127,45.5
4425,AWTEFBH11K,208CCP,50.5
4426,AWTEFBH11K,1412A,53.0
4427,AWTEFBH11K,10SSD,12.55
4428,AWTEFBH11K,20SSD,15.5
4429,AWTEFBH11K,14V12,92.0
4430,AWTEFTP11K,A127,45.5
4431,AWTEFTP11K,10SSD,12.55
4432,AWTEFTP11K,1412A,53.0
4433,AWTEFTP11K,340SSDP,22.3
4434,AWTEFTP11K,A106,50.25
4435,AWTEFTP11K,2006IT,153.0
4436,AWTEFTP11K,20SSD,15.5
4437,AWTEFTP11K,14V,88.75
4438,AWTEFTP11K,7031A,45.5
4439,AWTEFTP11K,208CCP,50.5
4440,AWTPEF10K,14V,88.75
4441,AWTPEF10K,2006IT,153.0
4442,AWTPEF10K,A127,45.5
4443,AWTPEF10K,7031A,45.5
4444,AWTPEF10K,2420A,83.75
4445,AWTPEF10K,1412A,53.0
4446,AWTPEF10K,340SSDP,22.3
4447,AWTPEF10K,14V12,92.0
4448,AWTPEF10K,30SSD,18.3
4449,AWTPEF10K,A106,50.25
4450,AWTPH8,SSF1,22.7
4451,AWTPH8,SSFP2,23.7
4452,AWTPH8,HSPD16,127.0
4453,AWTPH8,212EFTAY,333.0
4454,AWTPH8,SGDMRC11A,87.75
4455,AWTPH8,TMM4,20.8
4456,AWTPH8,F4LBK,66.5
4457,AWTPH8,STMM4,30.0
4458,AWTPH8,TWM27,44.0
4459,AWTPH8,UIM225,28.75
4460,AWTR8,PPK300,25.5
4461,AWTR8,1412A,53.0
4462,AWTR8,2006IT,153.0
4463,AWTR8,10SSD,12.55
4464,AWTR8,14V12,92.0
4465,AWTR8,14V,88.75
4466,AWTR8,F141,20.75
4467,AWTR8,A159,55.5
4468,AWTR8,7031A,45.5
4469,AWTR8,A106,50.25
4470,AWTR8-3,7031A,45.5
4471,AWTR8-3,14V,88.75
4472,AWTR8-3,2420A,83.75
4473,AWTR8-3,A127,45.5
4474,AWTR8-3,A129,46.75
4475,AWTR8-3,208CCP,50.5
4476,AWTR8-3,1412A,53.0
4477,AWTR8-3,340SSDP,22.3
4478,AWTR8-3,14V12,92.0
4479,AWTR8-3,10SSD,12.55
4480,AWTR8-4,340SSDP,22.3
4481,AWTR8-4,1412A,53.0
4482,AWTR8-4,A3046,57.5
4483,AWTR8-4,A127,45.5
4484,AWTR8-4,A129,46.75
4485,AWTR8-4,10SSD,12.55
4486,AWTR8-4,A159,55.5
4487,AWTR8-4,14V,88.75
4488,AWTR8-4,14V12,92.0
4489,AWTR8-4,A106,50.25
4490,AWTR8-5,A159,55.5
4491,AWTR8-5,30SSD,18.3
4492,AWTR8-5,7031A,45.5
4493,AWTR8-5,208CCP,50.5
4494,AWTR8-5,A127,45.5
4495,AWTR8-5,A3046,57.5
4496,AWTR8-5,A179A,56.5
4497,AWTR8-5,2420A,83.75
4498,AWTR8-5,340SSDP,22.3
4499,AWTR8-5,2006IT,153.0
4500,AWTR8-7,A36A,134.5
4501,AWTR8-7,1412A,53.0
4502,AWTR8-7,A98M,66.5
4503,AWTR8-7,30SSD,18.3
4504,AWTR8-7,ACT2105,87.25
4505,AWTR8-7,A179A,56.5
4506,AWTR8-7,A127,45.5
4507,AWTR8-7,7031A,45.5
4508,AWTR8-7,20SSD,15.5
4509,AWTR8-7,10SSD,12.55
4510,AWTR8-8,340SSDP,22.3
4511,AWTR8-8,A127,45.5
4512,AWTR8-8,2420A,83.75
4513,AWTR8-8,30SSD,18.3
4514,AWTR8-8,A106,50.25
4515,AWTR8-8,14V,88.75
4516,AWTR8-8,2006IT,153.0
4517,AWTR8-8,7031A,45.5
4518,AWTR8-8,20SSD,15.5
4519,AWTR8-8,A159,55.5
4520,AWTXL8,14V,88.75
4521,AWTXL8,10SSD,12.55
4522,AWTXL8,2006IT,153.0
4523,AWTXL8,14V12,92.0
4524,AWTXL8,1412A,53.0
4525,AWTXL8,208CCP,50.5
4526,AWTXL8,20SSD,15.5
4527,AWTXL8,7031A,45.5
4528,AWTXL8,A106,50.25
4529,AWTXL8,A159,55.5
4530,AWXL13,UIM225,28.75
4531,AWXL13,91ACP,52.75
4532,AWXL13,F141,20.75
4533,AWXL13,HSPD16,127.0
4534,AWXL13,AWTR8,57.75
4535,AWXL13,AWCG1600B,78.0
4536,AWXL13,47ACF,62.0
4537,AWXL13,PKNC150,61.0
4538,AWXL13,388ACF,75.5
4539,AWXL13,BTWS,29.75
4540,AWXL13-050,340SSDP,22.3
4541,AWXL13-050,10SSD,12.55
4542,AWXL13-050,A127,45.5
4543,AWXL13-050,20SSD,15.5
4544,AWXL13-050,30SSD,18.3
4545,AWXL13-050,A106,50.25
4546,AWXL13-050,A3046,57.5
4547,AWXL13-050,A50A,142.0
4548,AWXL13-050,208CCP,50.5
4549,AWXL13-050,14V,88.75
4550,AWXL13-1/16,2420A,83.75
4551,AWXL13-1/16,7031A,45.5
4552,AWXL13-1/16,A179A,56.5
4553,AWXL13-1/16,A106,50.25
4554,AWXL13-1/16,ACT413A,35.0
4555,AWXL13-1/16,20SSD,15.5
4556,AWXL13-1/16,14V12,92.0
4557,AWXL13-1/16,ACT2105,87.25
4558,AWXL13-1/16,A3046,57.5
4559,AWXL13-1/16,A98A,62.25
4560,AWXL13-5/32,A36A,134.5
4561,AWXL13-5/32,208CCP,50.5
4562,AWXL13-5/32,20SSD,15.5
4563,AWXL13-5/32,A129,46.75
4564,AWXL13-5/32,A106,50.25
4565,AWXL13-5/32,1412A,53.0
4566,AWXL13-5/32,2420A,83.75
4567,AWXL13-5/32,7031A,45.5
4568,AWXL13-5/32,10SSD,12.55
4569,AWXL13-5/32,30SSD,18.3
4570,AWXL13-5/64,A106,50.25
4571,AWXL13-5/64,340SSDP,22.3
4572,AWXL13-5/64,7031A,45.5
4573,AWXL13-5/64,10SSD,12.55
4574,AWXL13-5/64,2006IT,153.0
4575,AWXL13-5/64,14V12,92.0
4576,AWXL13-5/64,14V,88.75
4577,AWXL13-5/64,20SSD,15.5
4578,AWXL13-5/64,30SSD,18.3
4579,AWXL13-5/64,A127,45.5
4580,AWXL13-7/32,A98A,62.25
4581,AWXL13-7/32,30SSD,18.3
4582,AWXL13-7/32,2006IT,153.0
4583,AWXL13-7/32,A159,55.5
4584,AWXL13-7/32,A179A,56.5
4585,AWXL13-7/32,14V12,92.0
4586,AWXL13-7/32,1412A,53.0
4587,AWXL13-7/32,A50A,142.0
4588,AWXL13-7/32,7031A,45.5
4589,AWXL13-7/32,2420A,83.75
4590,AWXL13-9/64,10SSD,12.55
4591,AWXL13-9/64,1412A,53.0
4592,AWXL13-9/64,A159,55.5
4593,AWXL13-9/64,14V12,92.0
4594,AWXL13-9/64,ACT413A,35.0
4595,AWXL13-9/64,340SSDP,22.3
4596,AWXL13-9/64,A50A,142.0
4597,AWXL13-9/64,30SSD,18.3
4598,AWXL13-9/64,A129,46.75
4599,AWXL13-9/64,2006IT,153.0
4600,AYESCRD,222AFSMP,965.0
4601,AYESCRD,307ESAMY,320.0
4602,AYESCRD,218AFSP,740.0
4603,AYESCRD,208FRDHM,273.0
4604,AYESCRD,210AFSP,371.0
4605,AYESCRD,305SIMMY,354.0
4606,AYESCRD,213TFSYA,471.0
4607,AYESCRD,207FHRM,196.0
4608,AYESCRD,2003LN,171.0
4609,AYESCRD,208EFTABMY,258.0
4610,AYESHDA,ASGP2BR,48.0
4611,AYESHDA,14V12,92.0
4612,AYESHDA,A3046,57.5
4613,AYESHDA,2420A,83.75
4614,AYESHDA,10SSD,12.55
4615,AYESHDA,A179A,56.5
4616,AYESHDA,ACT407,42.5
4617,AYESHDA,20SSD,15.5
4618,AYESHDA,A98A,62.25
4619,AYESHDA,A50A,142.0
4620,AYESSETC,A36A,134.5
4621,AYESSETC,10SSD,12.55
4622,AYESSETC,14V,88.75
4623,AYESSETC,A159,55.5
4624,AYESSETC,A106,50.25
4625,AYESSETC,340SSDP,22.3
4626,AYESSETC,2420A,83.75
4627,AYESSETC,ACT1370,41.5
4628,AYESSETC,ACT2105,87.25
4629,AYESSETC,208CCP,50.5
4630,B1356E,EC-USB-C-3A,43.25
4631,B1356E,RXFMS606B,376.0
4632,B1356E,OEXM6B,38.25
4633,B1356E,FBST338,43.25
4634,B1356E,315SIMMYA,605.0
4635,B1356E,SGDX80BR,219.5
4636,B1356E,PPC710BK,318.0
4637,B1356E,RULER601,19.35
4638,B1356E,TA3,19.15
4639,B1356E,HSG319,53.5
4640,B1458C,ITHE100,24.5
4641,B1458C,EC-USB-C-3A,43.25
4642,B1458C,TW401,61.0
4643,B1458C,JCK7DBL,86.75
4644,B1458C,30SSD,18.3
4645,B1458C,YA2850A,13.95
4646,B1458C,EEDM503D,245.5
4647,B1458C,MTTL7005PK,59.5
4648,B1458C,2420A,83.75
4649,B1458C,TW381,56.25
4650,B1461,FBST338,43.25
4651,B1461,EC-USB-C-3A,43.25
4652,B1461,RXFMS606B,376.0
4653,B1461,PL400B,235.5
4654,B1461,GA295,21.5
4655,B1461,GSAF1F,27.0
4656,B1461,FXK3,34.25
4657,B1461,GFAT1E,20.8
4658,B1461,RULER601,19.35
4659,B1461,PPC710BK,318.0
4660,B1467A,PPC710BK,318.0
4661,B1467A,EC-USB-C-3A,43.25
4662,B1467A,1650,96.0
4663,B1467A,SGDX80BR,219.5
4664,B1467A,HSG319,53.5
4665,B1467A,RXFMS606B,376.0
4666,B1467A,SOEXM9,42.0
4667,B1467A,TA3,19.15
4668,B1467A,PPB816A,45.75
4669,B1467A,315SIMMYA,605.0
4670,B240B,208CCP,50.5
4671,B240B,1412A,53.0
4672,B240B,14V,88.75
4673,B240B,14V12,92.0
4674,B240B,2006IT,153.0
4675,B240B,10SSD,12.55
4676,B240B,20SSD,15.5
4677,B240B,2420A,83.75
4678,B240B,ACT1370,41.5
4679,B240B,30SSD,18.3
4680,B260A,FB361A,3.05
4681,B260A,FXK3,34.25
4682,B260A,FBST338,43.25
4683,B260A,FXK6,42.0
4684,B260A,F80,142.0
4685,B260A,212FMY,260.0
4686,B260A,GFAT1E,20.8
4687,B260A,S9706KRA,51.25
4688,B260A,SGDX80BR,219.5
4689,B260A,OEXM80B,39.75
4690,B3404B,EC-USB-C-3A,43.25
4691,B3404B,SGDX80BR,219.5
4692,B3404B,FBST338,43.25
4693,B3404B,OEXM6B,38.25
4694,B3404B,B3404B,43.5
4695,B3404B,PPC710BK,318.0
4696,B3404B,RXFMS606B,376.0
4697,B3404B,315SIMMYA,605.0
4698,B3404B,PL400B,235.5
4699,B3404B,FXK3,34.25
4700,BB9008,FCO16A,34.25
4701,BB9008,AEM5530,57.75
4702,BB9008,FAML6E,39.0
4703,BB9008,TW381,56.25
4704,BB9008,TMUS161A,61.25
4705,BB9008,A277,10.6
4706,BB9008,TMUS141A,59.5
4707,BB9008,BB9008,152.0
4708,BB9008,FRX181,68.25
4709,BB9008,FCO18A,34.25
4710,BCS70A,EC-USB-C-3A,43.25
4711,BCS70A,RXFMS606B,376.0
4712,BCS70A,OEXM6B,38.25
4713,BCS70A,HSG319,53.5
4714,BCS70A,FBST338,43.25
4715,BCS70A,SOEXM9,42.0
4716,BCS70A,B3404B,43.5
4717,BCS70A,315SIMMYA,605.0
4718,BCS70A,SOEXM8,41.0
4719,BCS70A,GAJ12A,66.75
4720,BCT1050,110RTSMA,213.0
4721,BCT1050,LSR1500,298.0
4722,BCT1050,208FRDHM,273.0
4723,BCT1050,209TFSMYA,326.0
4724,BCT1050,206SFSUM,473.0
4725,BCT1050,213TFSYA,471.0
4726,BCT1050,312IPL,1070.0
4727,BCT1050,210FRXM,710.0
4728,BCT1050,ATECH4RS600,1805.0
4729,BCT1050,LDT40,391.0
4730,BDGPL300HG,SHP2KT,64.5
4731,BDGPL300HG,SHCP1B,214.5
4732,BDGPL300HG,SVTS272A,392.0
4733,BDGPL300HG,ASGP102BR,101.5
4734,BDGPL300HG,PHP3A,40.0
4735,BDGPL300HG,BDGPL300HG,90.0
4736,BDGPL300HG,SGA102BR,98.5
4737,BDGPL300HG,PHP1A,49.0
4738,BDGPL300HG,SGRHT6BR,247.0
4739,BDGPL300HG,UPT2FL,22.8
4740,BDGPL410HG,PW18C,145.5
4741,BDGPL410HG,PPK300,25.5
4742,BDGPL410HG,912AEP,92.0
4743,BDGPL410HG,490CF,90.5
4744,BDGPL410HG,SHP2KT,64.5
4745,BDGPL410HG,CSSD1R,76.0
4746,BDGPL410HG,HCP48BCF,55.5
4747,BDGPL410HG,UPT2FL,22.8
4748,BDGPL410HG,FKF80A,153.0
4749,BDGPL410HG,SGDMRC4-TM4,27.25
4750,BDGPL411HG,SHP2KT,64.5
4751,BDGPL411HG,CSSD1R,76.0
4752,BDGPL411HG,SODC1,118.0
4753,BDGPL411HG,490CF,90.5
4754,BDGPL411HG,EPC160,81.0
4755,BDGPL411HG,TMU121A,58.25
4756,BDGPL411HG,MAGMINI,34.75
4757,BDGPL411HG,PW18C,145.5
4758,BDGPL411HG,912AEP,92.0
4759,BDGPL411HG,GA265A,30.5
4760,BDGPL412HG,MAGMINI,34.75
4761,BDGPL412HG,MAGMICRO,12.8
4762,BDGPL412HG,PBN15,15.8
4763,BDGPL412HG,BDGPL412HG,37.75
4764,BDGPL412HG,912AEP,92.0
4765,BDGPL412HG,TMU121A,58.25
4766,BDGPL412HG,BLPBTW6,74.75
4767,BDGPL412HG,86EP,77.0
4768,BDGPL412HG,TPM16GRN,51.0
4769,BDGPL412HG,BP40B,73.25
4770,BEXD10A,SGRHT6BR,247.0
4771,BEXD10A,PHG1055BK,325.0
4772,BEXD10A,SVTS272A,392.0
4773,BEXD10A,10SSD,12.55
4774,BEXD10A,PTGR100,257.95
4775,BEXD10A,VS814A,1035.0
4776,BEXD10A,SGTT110B,161.0
4777,BEXD10A,PL5ESWIRESTRIP,319.0
4778,BEXD10A,1412A,53.0
4779,BEXD10A,PHP1A,49.0
4780,BF555,131TMPB,785.0
4781,BF555,13ELECTBP14KIT,955.0
4782,BF555,222AFSMP,965.0
4783,BF555,206ESSPKPLG2,417.0
4784,BF555,110RTSMA,213.0
4785,BF555,307ESAY,304.0
4786,BF555,112TMMDSY,307.0
4787,BF555,2003LN,171.0
4788,BF555,206EFAML,236.25
4789,BF555,210FRXM,710.0
4790,BF620C,EC-USB-C-3A,43.25
4791,BF620C,FXK3,34.25
4792,BF620C,FXK6,42.0
4793,BF620C,F80,142.0
4794,BF620C,GSAF1F,27.0
4795,BF620C,HSG319,53.5
4796,BF620C,SGDX80BR,219.5
4797,BF620C,YA337A,28.0
4798,BF620C,PPC710BK,318.0
4799,BF620C,110TMDY,177.5
4800,BF775C-A,208CCP,50.5
4801,BF775C-A,10SSD,12.55
4802,BF775C-A,2006IT,153.0
4803,BF775C-A,30SSD,18.3
4804,BF775C-A,1412A,53.0
4805,BF775C-A,340SSDP,22.3
4806,BF775C-A,7031A,45.5
4807,BF775C-A,20SSD,15.5
4808,BF775C-A,2420A,83.75
4809,BF775C-A,A106,50.25
4810,BFCR708A,A3046,57.5
4811,BFCR708A,14V,88.75
4812,BFCR708A,2006IT,153.0
4813,BFCR708A,30SSD,18.3
4814,BFCR708A,208CCP,50.5
4815,BFCR708A,14V12,92.0
4816,BFCR708A,10SSD,12.55
4817,BFCR708A,7031A,45.5
4818,BFCR708A,1412A,53.0
4819,BFCR708A,A179A,56.5
4820,BFCRM712A,206SFSUM,473.0
4821,BFCRM712A,208EFTABMY,258.0
4822,BFCRM712A,131TMPB,785.0
4823,BFCRM712A,112TMMDSY,307.0
4824,BFCRM712A,110RTSMA,213.0
4825,BFCRM712A,307ESAY,304.0
4826,BFCRM712A,207FHRM,196.0
4827,BFCRM712A,2003LN,171.0
4828,BFCRM712A,213TFSYA,471.0
4829,BFCRM712A,206ESSPKPLG2,417.0
4830,BHM9A,110TMDY,177.5
4831,BHM9A,GSAF1F,27.0
4832,BHM9A,FXK6,42.0
4833,BHM9A,SGDX80BR,219.5
4834,BHM9A,HSG319,53.5
4835,BHM9A,PPC710BK,318.0
4836,BHM9A,SGASA204CR,67.25
4837,BHM9A,EC-USB-C-3A,43.25
4838,BHM9A,1650,96.0
4839,BHM9A,F80,142.0
4840,BHS13A,EC-USB-C-3A,43.25
4841,BHS13A,OEX8B,39.75
4842,BHS13A,OEX10B,39.75
4843,BHS13A,A2A,22.5
4844,BHS13A,87BCF,61.5
4845,BHS13A,HSG319,53.5
4846,BHS13A,TA3,19.15
4847,BHS13A,1650,96.0
4848,BHS13A,RULER601,19.35
4849,BHS13A,10MA,19.25
4850,BHS7A,OEX10B,39.75
4851,BHS7A,OEX8B,39.75
4852,BHS7A,OEXM90B,41.0
4853,BHS7A,OEXM80B,39.75
4854,BHS7A,212FSMY,260.0
4855,BHS7A,FXK6,42.0
4856,BHS7A,EC-USB-C-3A,43.25
4857,BHS7A,HBFE24,86.25
4858,BHS7A,S9706KRA,51.25
4859,BHS7A,OEX714KB,1085.0
4860,BL1B,GMB3042,31.25
4861,BL1B,SHP2KT,64.5
4862,BL1B,TEMP200,119.5
4863,BL1B,CLRPW75,36.5
4864,BL1B,210FRHMA,292.0
4865,BL1B,GLOVE1100L,58.5
4866,BL1B,LIL59000,97.5
4867,BL1B,BLPUHSTPC,369.0
4868,BL1B,FZ4B,8.95
4869,BL1B,BTG8,43.75
4870,BLP10MHVLP,206EFAML,236.25
4871,BLP10MHVLP,13ELECTBP14KIT,955.0
4872,BLP10MHVLP,110RTSMA,213.0
4873,BLP10MHVLP,112TMMDSY,307.0
4874,BLP10MHVLP,131TMPB,785.0
4875,BLP10MHVLP,206ESSPKPLG2,417.0
4876,BLP10MHVLP,307ESAY,304.0
4877,BLP10MHVLP,222AFSMP,965.0
4878,BLP10MHVLP,2003LN,171.0
4879,BLP10MHVLP,208FRDHM,273.0
4880,BLP13HVLP,2003LN,171.0
4881,BLP13HVLP,206ESSPKPLG2,417.0
4882,BLP13HVLP,131TMPB,785.0
4883,BLP13HVLP,13ELECTBP14KIT,955.0
4884,BLP13HVLP,110RTSMA,213.0
4885,BLP13HVLP,222AFSMP,965.0
4886,BLP13HVLP,206EFAML,236.25
4887,BLP13HVLP,307ESAY,304.0
4888,BLP13HVLP,112TMMDSY,307.0
4889,BLP13HVLP,213TFSYA,471.0
4890,BLP14CONV,131TMPB,785.0
4891,BLP14CONV,222AFSMP,965.0
4892,BLP14CONV,112TMMDSY,307.0
4893,BLP14CONV,2003LN,171.0
4894,BLP14CONV,206EFAML,236.25
4895,BLP14CONV,307ESAY,304.0
4896,BLP14CONV,110RTSMA,213.0
4897,BLP14CONV,13ELECTBP14KIT,955.0
4898,BLP14CONV,206ESSPKPLG2,417.0
4899,BLP14CONV,218AFP,735.0
4900,BLP14HVLP,2003LN,171.0
4901,BLP14HVLP,206EFAML,236.25
4902,BLP14HVLP,206ESSPKPLG2,417.0
4903,BLP14HVLP,307ESAY,304.0
4904,BLP14HVLP,110RTSMA,213.0
4905,BLP14HVLP,131TMPB,785.0
